Vmag,Plx,e_Plx,B-V,SpType
8.1,2.61,1.11,1.138,K0
8.21,2.39,0.97,0.455,F8
7.03,4.81,0.97,1.108,K0
8.56,2.27,1.05,1.134,K1/K2III
8.97,2.26,1.12,1.294,K2III
6.39,3.6,0.8,1.605,M0
6.18,4.05,0.57,1.607,M3III
10.01,7.07,1.66,0.635,G0V
9.53,3.79,1.45,0.91,G0
8.41,6.09,1.45,0.2,F2V
8.26,4.52,1.02,1.14,K1III
7.42,7.08,0.98,0.407,F0
7.6,1.47,0.84,0.101,B8III
4.1,74.25,0.72,0.536,F8V
6.85,6.42,0.69,0.937,G8III
7.17,6.78,0.94,0.345,F0III
7.69,4.03,0.93,1.223,K0
7.15,4.54,0.82,1.388,K2III
8.42,8.94,1.01,0.425,F5
8.68,2.0,1.01,0.078,A1V
8.28,-0.65,1.17,1.67,M...
8.19,1.28,1.15,0.818,A0Iab
8.55,5.35,1.03,0.248,A2
9.48,5.96,1.55,0.81,K0
8.37,1.01,1.11,1.736,K7
9.41,5.1,1.18,0.511,G0
8.96,6.14,1.25,0.563,G0
9.33,7.72,1.42,0.607,F8
8.77,-0.75,1.38,1.326,K2
9.3,6.01,1.64,1.169,K1/K2III
8.61,1.43,1.25,1.564,K5
8.19,10.41,1.06,0.618,F8
9.45,0.63,1.15,1.415,K3V
9.22,8.43,1.16,0.441,F5V
5.54,29.58,1.42,0.347,F0V
7.58,5.61,0.93,0.423,F2
7.92,12.64,0.8,0.508,F6V
8.98,1.82,1.33,0.213,A0
8.14,29.72,1.08,0.83,K1V
8.79,4.87,2.62,0.135,A0
8.25,6.04,1.0,0.462,F3V
9.23,3.03,0.97,1.132,K0III
8.72,7.61,0.82,0.7,G3IV/V
10.14,5.62,1.38,0.585,F7/F8V
9.49,9.38,1.52,0.548,F8
7.79,2.92,1.03,1.045,K0
8.17,2.8,0.98,1.11,K0III
9.24,0.69,1.68,1.078,G0.5
7.08,11.31,0.93,0.671,G0
7.81,7.56,0.99,0.449,F5V
7.86,3.51,0.98,0.059,A3III
8.14,6.4,0.93,0.266,Am
10.39,45.79,1.63,1.416,M:
7.96,2.01,1.08,1.562,K5III
9.2,0.5,1.13,0.931,G8/K0III
6.58,3.41,0.56,0.008,B9V
9.86,6.28,3.07,0.566,F5
7.25,0.54,1.55,0.035,B8
7.15,8.03,0.94,0.866,G5III:+...
8.44,2.39,1.0,1.274,K2
9.28,9.48,1.19,0.49,F6IV/V
7.47,3.0,0.84,0.947,K0
6.99,23.8,0.86,0.9,K0IV
7.99,8.14,1.07,0.876,G8IV
8.97,-3.47,7.96,1.327,K7
8.41,5.82,1.09,1.075,K0
5.66,8.94,0.5,0.939,K0III
8.29,5.88,1.0,0.355,A5
10.36,16.93,2.01,1.09,K2
9.12,2.7,1.4,1.159,K0
8.3,4.42,0.98,1.023,G5
8.27,4.17,1.04,0.323,F0III
7.27,3.56,0.84,1.435,K4III
9.38,2.19,1.41,1.26,K2
7.66,42.35,0.96,0.797,G5
8.69,1.58,1.09,0.126,A2
9.98,0.91,1.72,0.374,F2
9.59,16.56,1.34,0.699,G6/G8V
6.24,26.15,0.81,0.528,F7V
8.37,1.8,0.76,1.435,K2III
11.44,5.15,2.55,0.99,Gp
7.8,3.77,1.0,0.559,F6V...
9.96,5.97,1.58,0.563,G2V
6.77,38.86,0.83,0.648,G5V
9.01,10.94,1.24,0.56,F7V
0.45,22.68,0.57,-0.158,B3Vp
6.77,15.53,0.97,0.471,F5
8.38,5.72,1.15,1.35,K5
7.58,3.43,0.86,1.0,G8III
8.56,0.54,0.76,1.61,M0
6.49,1.1,0.68,0.776,A6Iab
8.15,9.32,1.02,0.881,G0
9.63,4.65,1.22,0.586,F7V
8.89,2.91,1.26,1.442,K5
6.43,3.64,0.89,1.568,K5
8.72,-1.98,1.34,2.368,M2
7.33,25.39,0.62,0.629,G1V
8.55,2.13,1.75,0.98,G8III
5.88,36.86,0.52,0.62,G2V
8.52,2.68,0.9,1.008,K0III
7.96,4.87,0.85,0.096,A0
7.59,5.88,0.92,0.428,F5
7.99,4.54,1.01,0.24,A2
8.68,3.0,1.16,0.913,G8III/IV
3.59,18.76,0.74,1.275,K3III
9.16,2.33,1.43,1.084,K0
7.86,6.7,0.94,0.521,F5
6.97,5.66,0.78,1.163,K2IIICN...
7.76,4.05,1.13,1.262,K2
8.18,12.46,0.99,0.646,F8
8.46,2.76,1.12,1.281,K5V
8.41,12.9,0.79,0.614,G5
7.65,1.16,0.67,1.503,K4III
7.58,4.98,0.83,1.007,K0
5.55,2.86,0.7,1.388,G5II
9.95,1.95,3.5,0.428,F3V
9.97,1.65,1.63,0.584,M3
9.53,4.35,1.19,0.451,F5
7.62,3.55,0.85,1.408,K2
8.16,4.63,0.7,0.921,G6III
8.61,1.55,1.18,1.304,G5
6.72,5.26,0.74,-0.015,B7V
9.4,20.45,1.51,0.81,G5
9.64,8.18,2.35,0.735,G8V
7.28,11.08,0.73,0.342,F0IV
8.11,3.39,0.96,1.082,G5
9.33,3.04,1.37,0.977,G8III
8.6,1.3,1.07,0.02,A0
6.94,2.16,0.95,1.439,K0
10.77,4.26,1.38,0.298,A5
8.64,3.62,1.19,1.153,K2
8.65,26.3,1.66,0.848,K0IV-V
7.32,4.71,0.59,1.031,G8/K0III
9.73,2.7,1.52,0.476,F5V
7.43,4.86,0.85,1.271,K1IIICN...
8.69,1.91,1.17,0.256,B2III
9.69,-0.38,1.72,1.58,K5
8.16,6.42,0.94,0.446,F3V
5.94,10.1,0.68,1.045,K0III
8.08,7.27,0.93,0.293,A3
8.39,1.33,0.99,1.217,K2
11.6,52.95,2.92,1.496,K:
10.58,2.82,2.02,1.316,M7III
10.66,2.03,2.7,0.98,K0III
6.67,11.91,0.66,0.33,F0V
5.28,7.3,0.7,0.972,G8II-IIIvar
6.38,7.17,0.85,-0.021,B9pe...
10.67,3.61,1.92,0.62,G0
9.67,9.67,1.22,0.723,G0
9.74,8.76,1.48,0.476,F2V
10.74,28.69,3.28,1.101,K8V:
7.11,4.93,0.59,1.187,K1/K2III
8.65,-1.08,1.09,1.363,K0
6.66,3.5,0.88,1.429,K2
8.5,5.54,1.33,1.33,K5
9.92,3.06,1.51,0.414,F8
7.46,5.31,0.88,0.729,G8III+...
9.66,2.7,1.84,0.423,F3IV/V
7.97,10.51,1.04,0.376,A9II
8.41,10.45,1.02,0.399,F0
8.93,1.7,2.01,0.0,A2
9.64,2.97,1.59,0.4,A5
8.12,7.78,2.03,0.473,F6V
7.47,1.65,1.01,1.415,K1II
7.35,18.95,0.91,0.465,F5
8.71,20.4,3.32,0.87,K0V
7.72,3.08,1.29,0.9,G5
8.47,8.05,1.02,0.375,F0V
7.11,8.6,1.43,0.433,F5IV/V
9.2,4.06,1.12,0.228,A5III
9.29,9.67,1.46,0.47,G5
6.69,5.64,0.84,-0.078,B9V
8.57,3.34,1.06,1.024,B5
5.58,14.21,0.77,0.346,F0V
7.49,2.33,0.91,1.115,K0
10.67,-2.8,1.93,0.018,WN3+...
8.41,3.88,2.01,0.486,F5V
8.61,3.94,1.14,0.485,F5
7.89,7.28,1.04,0.31,A0
8.2,4.27,1.86,0.307,A3
9.48,4.17,1.28,0.529,F8
9.37,25.82,1.56,0.794,K0V
9.24,9.02,1.07,0.529,F8V
8.11,5.9,1.04,0.906,G8III/IV
9.65,0.29,1.5,1.72,K7V
9.46,1.4,1.26,1.052,G5
7.93,10.21,1.15,0.318,F0
8.94,7.97,1.03,0.676,G5VCN...
9.29,7.89,1.37,0.657,G5V
9.17,0.71,1.31,1.147,K0
9.2,8.8,0.9,0.573,G0V
6.88,1.57,0.84,0.83,F5Iab
9.48,3.61,1.15,0.544,F8V
7.08,20.37,0.61,0.466,F5V
7.23,5.39,0.92,-0.001,A0
11.77,11.64,3.52,1.304,K7
7.29,6.19,0.72,0.092,A2V
8.47,1.69,0.98,1.077,K0III
8.97,5.34,1.97,1.3,G0V
8.92,19.12,1.25,0.76,G8V
8.24,8.76,0.97,0.471,F0
9.25,-0.52,1.24,0.119,B5
7.15,5.0,0.9,1.2,K3III
6.74,3.7,1.35,0.867,G5
6.74,7.35,0.82,1.12,K0
7.43,8.34,1.04,0.325,F0III
8.79,0.21,1.39,1.161,K1III
7.39,4.56,0.85,0.143,A0
10.32,0.62,1.48,-0.119,B7/B8V
9.8,5.68,1.44,0.406,F2V
8.74,3.29,1.14,0.892,G8III
8.09,4.76,1.51,0.249,A8m
5.01,13.46,0.76,0.883,G8III...
7.63,7.6,1.04,0.309,F0IV/V
8.52,0.49,1.92,0.22,B0.5III
6.55,6.86,0.71,1.152,K2III
9.02,5.31,1.4,1.453,K0
8.62,2.99,1.23,0.986,K0
7.66,9.4,0.95,0.282,A3
10.12,3.45,2.46,0.72,G2
8.82,8.5,1.55,0.733,G5
8.61,9.67,1.14,0.554,G0
9.04,14.61,1.18,0.721,G0
8.01,3.42,1.03,0.184,B9
9.66,9.29,3.16,0.61,F8
9.46,7.63,1.34,0.582,F6V
8.7,4.57,1.1,0.545,G0
7.74,29.41,0.91,0.733,G8V
6.6,46.73,0.8,0.69,G5IV
9.2,4.96,1.63,0.31,A9V
8.37,11.71,2.22,0.607,F8...
9.07,1.32,1.32,0.97,G8III
9.17,4.17,1.23,1.016,K3V
7.72,1.99,8.29,1.068,M2/M3
5.98,7.18,0.9,1.119,K2III
8.19,11.48,0.96,0.49,F5
7.24,3.76,1.88,1.167,K2III
9.87,24.92,1.52,1.151,M0
8.53,22.58,1.05,0.773,G5
7.4,0.53,0.75,0.24,B8Iab
10.71,1.03,2.05,0.93,G0
8.15,10.66,1.0,0.548,G0
7.38,5.58,0.89,1.108,K0III
8.55,7.31,0.77,0.417,F2/F3V
5.76,122.75,1.41,0.88,K0V
10.21,3.81,1.87,0.425,F2V
7.47,2.79,0.77,1.42,K3III
9.48,6.33,1.54,0.395,F2/F3V
7.97,0.09,0.96,2.21,M2III
8.09,8.59,0.67,0.454,F6IV/V
7.25,1.4,0.96,1.645,M2III
8.21,1.94,0.7,1.491,K3III
7.85,21.16,0.96,0.607,F8
9.85,1.65,1.35,1.176,K2III:
10.1,3.77,1.66,0.528,F8
8.51,-4.16,26.3,1.581,M0
8.33,2.63,0.93,0.178,A0
8.83,13.82,1.11,0.61,G0
10.18,15.79,1.51,0.923,K0/K1V:
6.84,5.75,0.78,0.92,G5
9.27,2.74,1.42,1.684,M0
9.4,-0.49,1.45,0.402,F8
10.05,4.05,1.63,0.561,G0V
8.99,0.09,1.61,1.053,K0
8.84,9.53,1.09,0.37,F5
7.64,8.76,1.89,0.42,F5
8.93,6.32,1.17,0.376,G5
6.67,7.15,0.77,0.998,G5
9.19,6.11,1.33,0.446,F5
7.05,2.8,0.77,1.615,M2/M3III
7.27,8.74,0.96,0.445,F5
10.36,0.49,1.76,0.093,B8
9.63,4.01,1.4,0.833,G5
9.9,5.02,1.66,0.772,K0
10.32,11.45,1.76,0.774,G5
9.22,1.71,1.29,0.986,G5
7.44,2.04,0.85,-0.033,B8
6.35,5.29,0.78,1.608,K5III
9.16,9.14,1.53,0.922,G8IV
8.4,5.3,1.16,1.094,K0III
9.16,13.46,1.21,0.569,G0
8.04,3.69,0.98,1.0,K0
8.1,6.8,1.0,0.417,F4IV
7.9,4.02,0.96,1.198,K1III
7.18,5.43,0.85,0.95,K0
10.18,29.91,1.8,1.17,K8
8.71,3.8,0.84,0.473,F0
9.9,4.21,1.77,0.498,F5V
9.78,3.3,1.39,0.435,F8
8.68,3.07,1.04,1.065,K0III
9.13,20.01,1.72,0.695,G5
8.91,4.04,0.99,1.047,G8IIICN...
8.89,2.98,1.25,0.39,A2
8.8,7.72,1.17,0.433,F2
8.19,6.53,1.4,0.997,K0
8.51,7.73,1.21,0.559,F7V
7.62,15.02,0.69,0.42,F2IV/V
8.62,2.7,1.71,0.403,F3V
8.09,14.41,1.0,0.552,G0
8.96,2.42,1.13,1.445,K3III
8.65,3.19,1.18,0.381,F0
8.96,1.63,1.22,0.371,A0
6.97,3.15,0.78,-0.04,B9
7.14,3.34,0.58,-0.005,A0
8.51,11.66,0.73,0.59,G0/G1V
8.67,2.97,0.94,1.158,K1III
11.6,24.1,2.54,1.607,M:
4.96,4.79,0.74,-0.068,B8III
6.34,17.99,0.84,0.401,F2
7.56,2.37,1.08,0.003,A0
8.09,16.1,0.96,0.645,G2/G3V
7.92,28.29,0.94,0.714,G5V
8.57,13.66,1.04,0.584,G0V
10.66,16.33,2.02,1.379,K7V:
5.63,12.15,0.87,0.214,A9IV:
8.67,2.26,1.29,1.162,K5
9.41,7.62,1.21,0.692,G3V
11.06,18.7,2.29,1.163,K5
10.16,33.63,1.64,1.223,K5
8.92,24.18,1.26,0.905,K2
9.2,9.52,1.25,0.462,F8
6.74,2.6,0.93,1.21,G5
8.39,5.18,1.06,0.344,A5
9.15,3.16,1.4,1.131,K0
7.87,2.67,1.01,1.549,K4III
8.57,7.79,1.16,0.874,G8/K0V
8.13,6.91,1.13,0.97,K0III
9.22,0.04,1.77,0.373,F0V
7.56,5.49,1.0,0.311,A5
8.94,17.25,1.26,0.666,F8
8.37,6.55,1.16,0.488,F8
8.26,4.23,1.1,0.989,G5
9.94,11.84,1.57,0.67,G0
8.26,-0.19,1.51,0.306,O9.5Ib
6.73,3.53,0.59,-0.015,B9
9.7,2.87,1.32,0.482,F3V
9.21,0.74,1.24,0.163,B5
8.71,12.54,1.1,0.695,G5
8.01,1.24,1.06,0.946,G5
9.06,1.8,1.14,1.02,K0
8.48,19.37,1.19,0.699,G0
7.81,6.35,0.98,0.446,F5V
8.03,4.46,0.99,1.576,G5
7.4,13.73,1.02,0.634,F8
8.76,3.22,0.79,0.403,A5
9.24,1.99,1.22,0.133,A3IV/V
7.59,8.47,0.91,1.129,K0
8.09,23.73,0.93,0.735,G0
7.45,4.05,0.88,0.979,G8III-IV
8.27,7.17,1.05,1.027,K0
8.71,13.34,1.21,0.659,G5
8.19,1.79,0.99,1.08,K1III
7.2,2.75,0.81,1.081,K0III
8.55,2.71,1.08,0.33,A5
8.83,-1.22,1.91,0.997,K0
8.33,14.01,0.74,0.535,sdG0
9.52,2.45,1.34,0.497,F3V
8.73,6.62,1.3,0.373,F2
9.46,3.4,1.37,1.041,K0
8.16,2.02,0.66,-0.127,B3V
6.2,17.86,0.88,0.459,F2III
9.09,16.75,1.37,0.763,G8V
9.44,1.92,1.45,1.094,K1III:
9.31,6.21,3.21,0.655,G1V
6.33,8.26,0.63,0.947,G6/G8III
7.83,4.22,1.13,0.993,G5
12.81,8.98,10.8,1.6,M
8.71,2.33,1.23,0.941,G8III
7.31,3.22,0.95,1.334,K2
4.45,8.86,0.77,1.347,K3III
8.67,14.68,1.04,0.647,G5V
6.2,23.87,0.65,0.404,F3/F5IV/V
8.32,6.74,1.1,0.325,A3
8.83,6.12,0.83,0.427,F3V
8.88,8.42,1.24,0.409,F3Vws
8.89,1.28,0.91,0.27,A0
9.72,6.41,1.63,0.47,F2
10.08,9.12,1.97,0.566,G0V
7.85,4.27,1.0,0.154,A2
9.05,-0.83,1.34,1.627,M0
9.31,12.38,1.24,0.69,G5V
7.81,4.32,1.96,1.082,G8V
10.32,2.08,2.12,0.56,F5
8.38,2.79,1.07,0.362,F3V
8.37,4.78,0.96,0.96,G8IV
8.95,0.32,1.63,0.2,B8
8.56,3.4,1.11,0.95,G5
7.7,27.28,0.96,0.691,G5V
8.45,9.73,1.16,0.545,G0
7.6,2.82,1.08,0.96,G5
9.14,3.28,1.34,1.127,K1III
5.97,6.23,0.8,1.015,K0III
8.04,4.84,1.2,1.17,K2
8.55,5.55,1.2,0.449,F0II
9.46,-0.18,1.55,1.158,K0
9.22,15.0,1.38,0.798,K0
6.63,7.04,0.74,0.127,A3V
9.72,1.62,1.45,0.458,F2V
8.82,3.66,1.15,0.942,G5
9.23,0.56,1.36,1.728,K5III
5.75,26.83,0.96,0.443,F5V+...
8.99,10.95,1.52,0.617,G2V
4.96,79.09,0.83,0.618,G2V
7.9,9.78,1.03,0.448,F8
10.03,3.31,1.41,0.493,F3/F5V
5.7,8.79,0.53,1.264,K2/K3III
9.48,5.79,1.39,0.515,F7V
8.23,5.7,0.89,0.338,A5
8.6,18.51,1.19,0.763,G8V
8.42,4.46,0.96,0.16,A2
8.91,4.33,0.84,0.315,A8/A9IV
9.07,1.44,1.32,0.183,Ap...
8.48,0.95,1.03,1.461,K1V
8.88,14.66,1.4,0.54,G0
10.28,21.4,1.83,1.16,K8
8.65,4.0,0.79,1.136,K1III
8.45,3.06,1.07,0.924,K0III
7.91,4.02,0.98,1.151,K0
8.93,11.52,1.2,0.64,G2/G3V
8.9,12.55,1.11,0.467,G0
9.26,1.13,1.44,0.565,B2
7.72,8.2,1.03,0.416,F3V
8.14,2.73,0.9,0.933,K0III
6.69,3.28,0.79,-0.026,B8IIIp (Si)
8.66,4.6,1.09,0.16,A3Vn
5.7,10.71,0.71,-0.01,A0V
8.78,4.38,1.33,0.944,G5
5.63,12.61,0.68,-0.059,B9IV-V
7.21,3.08,0.9,0.002,A0
7.97,3.61,0.89,0.967,G8III
8.64,4.5,0.97,0.49,G0
10.22,8.18,1.78,0.55,F8
7.53,3.77,0.88,0.049,A2
7.53,21.08,0.68,0.586,F5
7.81,3.38,0.75,1.351,K2III
7.68,1.7,0.96,1.627,M...
8.91,5.94,1.73,0.47,F5V
8.39,4.22,1.03,0.343,F0
8.83,6.32,0.76,0.956,K1III/IV
5.25,15.02,0.72,1.044,K1II/III
6.96,3.42,0.84,1.16,K0
7.51,7.97,1.02,0.191,A2
7.94,6.52,0.6,0.397,F0II/III
8.99,11.66,1.41,0.596,G0
8.7,9.12,1.13,0.477,F2
7.45,20.45,0.99,0.617,G2/G3V
9.82,4.88,1.51,1.18,F3/F5V
6.35,2.24,0.74,-0.027,B8III
8.38,0.54,1.02,0.055,B9
5.57,7.34,0.61,-0.049,A0p SiSr
8.3,1.15,1.12,0.559,F8
9.05,7.33,1.51,0.428,G5
8.05,7.74,3.57,0.476,F2
6.99,2.28,0.78,1.556,K2
9.41,3.11,1.42,0.0,A0
7.95,10.44,1.28,0.438,F2
8.49,2.27,1.49,0.179,A2
7.97,7.59,0.7,0.578,F8IV/V
8.34,11.52,0.88,0.962,G5
7.58,5.24,0.91,1.12,K0
9.11,9.37,1.62,0.521,F7V
8.8,1.86,0.8,1.172,K2III
5.52,57.63,0.64,0.551,F8V
8.41,0.48,1.48,1.3,K2
8.4,0.8,1.84,0.413,F2IV/V
5.24,133.91,0.91,0.836,K1V
8.09,3.07,1.1,0.832,G6IV
6.99,5.41,0.93,1.117,G5
9.01,2.64,1.2,1.183,K2
9.13,8.15,1.29,0.625,G5
7.18,3.0,0.92,1.414,K2/K3III
7.29,10.41,0.99,0.284,A2
7.69,4.3,0.82,-0.011,B8
6.98,3.12,0.91,1.306,K2II
8.4,22.59,0.82,0.714,G6V
6.71,2.65,0.78,1.356,K0
7.92,10.68,0.76,0.506,F8
7.22,5.84,0.84,1.173,G5
9.34,4.31,1.48,0.523,F8
8.35,3.06,1.06,0.955,G8III
8.96,0.43,1.36,1.664,M0
4.98,2.71,0.9,1.378,K3II-III
8.88,4.92,1.18,1.031,K2V
7.86,3.58,0.94,1.127,K0
9.59,0.85,1.4,1.0,G8IIIp
9.17,3.45,1.18,-0.013,A0
9.57,-1.32,1.83,1.107,K0
9.33,3.69,1.44,1.204,K0
9.8,2.05,1.12,0.072,B8
9.31,9.26,1.37,0.567,G1V
7.98,7.42,0.85,0.367,A1m...
8.39,4.24,1.01,0.321,F0
9.09,5.75,1.22,0.379,F3V
9.69,5.6,2.93,0.521,F5V
9.56,1.06,1.4,1.19,G0
11.19,29.35,16.33,1.381,M:
8.96,2.44,0.87,1.025,G8III
5.18,11.62,0.54,-0.022,B9V
7.57,2.41,0.92,1.61,K2
7.22,14.95,0.68,0.71,K0/K1III+..
7.01,8.97,1.6,0.429,F2
6.33,3.19,0.71,0.013,B7II
8.79,1.05,1.26,1.168,K1III
7.69,2.97,1.11,1.45,K4III
9.27,5.43,1.38,0.529,F7V
8.75,5.78,1.93,0.493,F5V
8.77,3.97,1.03,1.05,K2
8.87,-0.11,1.38,2.024,M2Ib
9.13,1.24,1.28,1.193,K2III
9.4,2.45,0.97,0.9,G5/G6V
8.92,1.59,0.84,1.106,K1/K2III
8.26,2.86,0.75,1.075,K1III
8.27,2.51,1.07,0.12,B9V
10.83,16.7,2.03,1.027,K7
6.82,0.24,0.88,1.874,M2.5II
9.13,24.3,2.1,0.874,K2V
9.43,-0.5,1.84,0.08,B7V
10.24,3.51,1.69,0.58,F5
9.63,2.84,1.45,0.312,A2
8.23,30.58,2.09,0.853,K0V
8.6,6.07,1.06,0.538,F8
8.96,0.99,1.32,0.324,A2
10.4,48.11,2.01,1.46,K0
6.33,18.04,0.79,1.02,K2IV
8.92,1.43,1.48,1.287,K2
5.78,3.57,0.71,-0.01,B8IIIn
9.77,6.79,1.57,0.767,G5
10.34,3.05,3.42,0.335,A9V
8.89,0.25,1.2,0.113,A0
8.8,9.45,1.41,0.47,F5V
10.93,88.86,1.99,1.525,M2V:
6.57,6.59,0.77,1.075,K1III
8.27,3.7,1.33,1.105,G5
9.52,8.41,3.44,0.629,G1V
11.13,15.11,2.17,1.183,K7V:
7.97,6.1,0.74,1.077,K0III
7.57,0.44,0.7,1.819,K5
9.47,1.88,1.11,0.981,G6/G8IV
8.53,2.19,0.98,1.011,K0III
8.43,14.55,1.15,0.564,F7V
8.87,3.03,1.56,1.19,K1III
9.48,1.42,1.11,0.264,B8
6.66,3.86,0.8,1.614,K5
7.57,2.99,0.98,1.431,K0
9.29,9.57,1.08,0.638,G0
6.76,2.39,0.84,0.433,A7II
10.61,20.23,6.05,1.035,K5
4.01,4.55,0.75,-0.098,B2Vpe
11.73,33.68,26.0,1.626,K5
8.42,74.45,1.11,1.202,K5V
8.89,4.17,1.16,0.24,A3
9.25,5.59,5.75,0.666,G0
9.83,11.23,1.37,0.743,G0
9.55,0.39,1.45,0.868,B8Ib
10.02,7.3,1.86,0.634,G2V
10.11,2.77,1.64,0.466,F5
10.87,5.38,2.46,0.915,K0
8.51,21.2,3.47,0.82,K0
7.99,4.18,0.89,1.286,K3III
7.92,6.91,1.18,1.06,G5
6.94,5.88,0.8,0.234,A2
6.59,6.61,0.59,1.035,G5
11.77,4.06,3.25,-0.359,B
9.1,7.1,1.19,0.918,K1III
8.84,3.09,1.2,1.106,K0III
6.32,7.08,0.8,0.879,G8III-IV SB
9.23,8.23,0.88,0.633,F7V
9.91,3.85,1.44,0.515,G2V
8.08,3.58,1.1,1.063,G5
8.28,2.74,1.05,1.201,K0
8.65,4.95,1.11,1.072,K0
7.73,3.77,0.94,0.048,A0
7.43,1.73,0.83,0.012,B9
6.2,4.55,0.9,1.537,K0
8.62,1.44,1.17,0.943,G8III
8.48,9.12,1.0,0.437,G0
8.62,2.87,1.11,0.196,A3V
8.8,3.84,1.41,0.909,G5
8.74,10.9,1.12,0.489,F5
8.37,1.87,1.26,0.264,F0
9.74,3.41,1.7,0.585,G0
3.49,274.17,0.8,0.727,G8V
7.89,4.5,0.92,1.08,K0
9.38,0.15,1.86,0.58,G8III:
7.84,2.74,1.0,0.972,G5
7.31,1.61,0.9,1.22,F5Ia
9.38,4.06,1.65,0.381,F0V
7.01,3.98,0.78,0.027,B9
7.27,22.38,0.87,0.601,F8
8.78,4.01,1.07,0.22,Am
8.81,5.28,0.92,0.125,A0
8.62,3.26,1.27,0.632,G5
9.03,3.72,1.28,1.609,M1III:
6.18,12.63,0.77,0.131,A3V
8.47,8.49,1.13,0.404,F5
8.8,2.23,1.04,1.004,K1III
8.27,1.66,1.06,0.207,A2
9.71,14.23,0.94,0.78,K0
9.36,2.46,1.14,0.328,F0
8.11,17.29,1.09,0.635,G3V
6.73,13.95,0.75,0.247,A3
7.19,2.91,0.79,-0.009,A0
8.81,7.5,1.2,0.549,F7V
10.66,0.63,2.17,0.505,B2V
8.64,4.24,0.97,1.11,K0
6.32,6.04,0.75,1.419,K5III
8.74,21.09,1.17,0.685,G6V
10.24,1.73,5.45,0.499,F5
10.21,11.33,1.44,0.498,G0
7.81,7.75,1.58,-0.2,F5
6.79,5.61,0.58,-0.067,Ap Si
8.08,3.05,1.03,0.995,G8III
6.73,1.95,0.92,1.605,K0
6.82,3.9,0.79,1.425,K3III
8.79,2.51,1.27,1.266,K2III
10.21,2.49,1.78,1.264,K0
7.3,7.29,0.82,0.188,A2
7.69,6.32,0.83,1.047,K0III
8.34,4.54,1.23,1.085,K1III
8.67,2.65,0.94,1.015,K0III
8.58,4.98,1.2,1.02,G8V
6.45,6.09,0.94,0.864,G0
8.07,5.49,1.03,0.423,F0
7.26,8.67,0.63,0.333,F0
9.66,8.32,1.68,0.45,F5
8.5,7.25,1.01,0.593,F8/G0V
6.25,5.82,0.68,0.062,A2V
8.83,5.72,2.06,0.6,F6/F7V
10.17,1.91,1.37,0.474,F0V
7.84,11.95,0.97,0.369,A3
10.07,7.88,1.69,0.695,G5
7.5,4.04,1.0,0.003,A0
9.04,5.44,0.84,0.443,F5V
8.44,5.57,1.15,0.389,F0
8.46,0.88,1.14,1.097,K1III
8.49,2.12,1.14,0.385,F2/F3IV/V
6.27,30.71,0.81,0.72,G5IV
6.95,5.66,0.94,1.574,M2III
9.77,16.65,1.37,0.804,K0
9.59,10.29,1.4,0.685,G8IV/V
11.39,5.56,2.07,-0.052,F2
7.02,5.32,0.65,1.137,G5
8.76,4.55,1.3,1.044,K0III
9.31,12.63,3.55,0.885,G5
9.9,4.83,1.87,0.506,F5V
7.66,9.2,0.84,0.308,A8IV+...
7.87,4.03,2.05,0.378,F0...
9.57,3.45,1.44,0.113,A0
9.1,7.46,1.0,0.417,F3V
7.19,7.22,1.0,1.06,K0
9.68,4.78,1.6,0.557,G0
7.89,3.85,1.14,1.45,M...
9.28,7.58,1.19,0.519,F8V
7.2,4.69,0.91,0.986,K0III
9.63,9.11,3.83,0.54,F5
9.09,2.76,1.43,1.478,K3/K4III:
8.2,0.21,0.93,1.48,K0
9.89,-1.69,1.78,1.722,R6
9.65,3.58,0.93,0.466,F0/F2IV/V
8.64,1.07,0.97,0.361,A0
8.7,4.58,0.88,0.954,G8III
8.27,3.47,0.97,1.11,K0III-IV
9.15,11.82,1.5,0.565,G0V
8.51,14.28,1.16,0.609,G1/G2V
8.97,8.47,1.09,0.574,G0V
11.42,40.43,2.67,1.33,M:
11.75,0.34,2.83,1.22,Gp
8.32,7.95,1.05,0.501,F6V
9.56,13.56,1.04,0.665,G8V
7.51,10.43,0.89,0.32,A5
7.38,1.5,0.97,1.649,M...
9.65,8.98,1.65,0.641,G3/G5V
4.26,12.63,0.86,0.942,K0III
7.35,7.19,0.78,0.501,F5III/IV
8.38,3.53,1.3,0.781,K0/K1III+..
10.02,-0.06,1.51,1.152,K0
8.61,1.24,1.12,0.978,G8III/IV
8.75,5.69,1.71,0.9,G5
8.77,8.55,1.12,0.38,F2III
9.72,5.52,1.35,0.456,F5
7.67,3.37,1.15,1.686,M1III
8.4,6.18,1.01,0.962,K2
9.5,2.31,1.57,1.041,K0
5.29,36.46,1.01,0.395,F2IV
6.55,5.37,0.74,-0.026,A2p...
6.99,7.85,0.89,0.138,A3
10.82,4.31,1.84,0.222,A5V
7.99,3.49,0.95,1.112,G5V
8.52,5.18,1.04,0.109,A0
8.91,1.65,1.15,0.263,A2
8.74,6.25,1.07,0.556,F8IV
9.84,5.92,1.39,0.459,F5
8.22,3.44,1.03,1.039,G5
9.89,11.38,1.7,0.787,K1IV
10.13,24.49,1.95,1.104,K5
9.17,14.72,1.26,0.78,K0
9.27,5.5,1.45,0.528,F6V
9.6,2.29,1.35,1.177,K0
