Vmag,Plx,e_Plx,B-V,SpType
9.82,4.41,0.9,0.544,F8
8.48,2.59,1.67,1.054,K2
9.49,51.26,1.76,1.372,K7V
7.32,10.24,0.95,0.496,F5V
9.25,5.84,1.55,0.639,G0
9.03,8.97,1.08,0.623,G1V
8.61,7.05,1.02,0.538,F8
9.93,4.64,2.03,0.56,F8
9.28,2.1,0.91,0.35,F0
6.29,3.19,0.78,1.179,K0
9.0,2.46,1.35,0.552,F5
8.98,2.99,1.43,0.493,F8
9.1,4.73,1.14,0.573,F8
8.54,1.64,0.73,1.05,K5
8.42,1.36,0.83,-0.076,B5V
9.15,85.48,1.56,1.427,M0
10.74,-3.16,16.25,0.779,G5
8.5,0.78,1.93,2.4,M...
4.91,10.72,0.91,0.0,B9.5V
8.66,7.64,0.78,0.612,F8
7.09,6.45,0.66,1.013,K0III
8.68,4.44,1.18,0.436,F0
8.69,1.21,2.68,0.437,Fp Sr
6.72,14.89,1.06,0.553,F5
9.74,34.58,0.96,1.552,K5
8.32,2.5,1.18,1.283,K2
6.56,7.85,0.6,0.298,A9/F0IV/V
8.86,4.69,1.39,0.408,F2V
7.4,12.8,0.94,0.481,F5V
8.07,3.36,0.8,-0.014,B9psh
9.0,8.22,1.35,0.447,F5V
9.47,5.47,1.5,0.6,F8
9.32,4.27,1.49,0.64,G0V
9.05,3.06,2.15,1.09,K2
8.21,5.5,1.52,1.011,G5
5.88,8.43,0.93,1.246,K2/K3III
8.15,3.37,0.95,1.354,K2III
6.99,3.06,0.91,-0.058,B4V
9.36,8.35,1.18,0.67,G0
8.77,2.97,1.73,1.047,K0
5.52,5.78,0.8,1.692,M0III
9.55,5.89,1.77,0.476,F8
9.32,2.05,1.4,1.071,K2
6.72,3.71,0.67,-0.078,B5V
9.43,9.29,1.47,0.667,G3V
8.86,5.88,0.9,0.282,A2
8.63,9.26,1.09,0.491,F5
7.6,1.76,0.76,0.034,B8II
9.31,8.91,1.54,0.403,F0w...
7.25,3.23,0.62,1.308,K0
5.91,9.98,0.53,0.107,A4V
9.07,3.91,1.48,1.346,K0IV
10.07,3.67,2.07,0.56,F8
9.04,3.07,0.8,1.063,K0
9.52,6.72,1.42,0.554,F5/F6V
9.13,32.93,1.51,1.043,K2
9.1,11.03,1.51,0.644,G1/G2V
7.94,1.19,1.05,1.6,M2/M3III
8.87,3.31,0.94,0.987,G5
9.64,3.94,1.37,0.305,A3II/IIIm..
8.61,3.75,1.36,1.058,K0III
6.68,10.25,0.99,1.196,K1:IV-V:
9.11,12.09,1.4,0.753,G6IV
7.38,5.78,0.73,0.229,A6p
10.02,9.24,1.77,0.638,G0
6.89,1.58,0.77,-0.086,B2Vn
9.43,7.44,1.84,0.638,G0
8.78,-0.19,1.25,1.036,G8III
8.98,2.06,0.84,0.81,K0
8.36,3.02,1.03,1.378,M6III
8.8,4.66,1.36,0.987,G8/K0IV
7.74,8.03,1.06,0.402,F2
9.94,6.29,7.52,0.48,F8
8.95,12.12,1.04,0.563,G0
8.72,10.52,1.26,0.536,F7V
8.09,-0.6,3.44,1.446,K3III
7.72,11.9,1.12,0.249,A2/A3IV
5.71,3.19,1.21,1.509,M2III
9.21,2.45,1.39,1.079,K0
9.56,6.05,1.62,0.441,F0V
10.57,2.48,1.47,0.805,G0
5.65,8.39,0.5,0.962,G8/K0III
9.64,2.27,1.48,0.48,F5
9.36,1.37,2.86,1.448,G5
8.84,2.51,2.88,0.937,G5
8.48,13.37,1.58,0.719,G0
8.73,3.69,1.59,1.13,K1III:
7.74,36.84,0.98,0.721,G6V
9.9,8.98,4.61,0.552,G0
9.86,0.09,1.06,1.352,M0
8.15,5.23,0.79,0.485,F5
8.79,1.41,1.14,1.537,K3/K4V:
9.48,2.03,1.27,0.362,A3
8.72,5.33,1.2,0.645,G0V
8.76,4.28,0.93,0.959,K0
3.49,14.91,0.57,0.956,G8III
7.55,3.1,0.96,0.972,G8III
7.39,5.67,1.22,0.98,G8/K0III
9.24,8.23,1.58,0.484,G5
6.21,8.3,0.83,0.242,A8/A9III/IV
8.95,13.91,1.44,0.604,F7V
8.15,7.14,0.86,0.541,F8
10.61,3.27,2.81,0.576,F8
8.26,12.21,1.06,0.575,F8
9.74,6.94,1.16,0.554,G0
6.7,4.16,1.03,1.317,G5
5.83,10.04,0.9,0.164,A4IV
7.88,2.13,0.74,1.312,K0
4.8,9.07,0.74,1.506,K4III
9.98,5.69,2.08,0.745,G0
8.87,6.48,1.38,1.02,K5
6.38,5.62,1.08,0.18,A3
9.52,2.05,1.41,0.056,B9IV
8.15,7.76,1.2,1.272,K0III
8.18,6.7,1.14,0.358,F0III
8.82,-0.03,2.12,1.208,K0IIICN...
8.89,3.25,0.95,1.052,G5/G6III
8.76,17.74,1.18,0.724,G5
7.8,3.62,0.63,1.047,K0
7.59,4.06,1.03,1.444,K4III
8.03,2.53,1.0,0.942,G5II
8.99,7.67,0.88,0.497,F5
8.29,11.59,0.62,0.463,F8
10.65,4.38,3.32,0.74,M9
9.3,3.15,1.53,0.255,A7III
7.17,3.1,0.7,0.949,K0
8.67,2.16,0.84,1.176,G5
6.59,10.56,1.01,0.18,A2
7.85,6.68,1.04,1.246,K2III
6.6,3.98,0.71,1.4,M3
7.21,4.71,0.67,1.418,K5
10.54,3.53,1.7,0.657,G0
8.38,10.26,1.36,0.493,F8
7.01,28.29,0.93,0.599,G2V
8.27,3.23,1.16,0.423,F3III/IV
9.35,7.77,1.45,0.507,G
9.32,3.72,1.22,0.38,F0V
8.92,0.13,1.24,0.116,B9IV/V
9.06,12.37,0.75,0.601,G5
9.05,4.64,1.33,0.238,A0
8.75,6.0,1.4,0.553,F5/F6V
9.35,3.05,2.08,0.101,B8Ib/II
8.4,0.54,1.42,1.5,M0III
9.34,2.18,1.55,0.39,F0Vn
9.13,5.63,1.52,0.658,G2V
11.27,8.82,3.21,1.01,K5:
6.6,10.68,0.96,0.201,A5m
8.61,1.73,1.88,0.673,K0
8.94,2.28,1.17,1.476,K7
8.86,12.38,1.18,0.719,G6V
10.25,0.98,1.37,0.207,A0
8.4,3.84,1.07,0.082,A0/A1IV
8.33,12.73,1.19,0.435,F2
7.63,5.13,1.28,1.109,K0
9.93,0.14,1.87,0.218,A1IV/V
8.93,7.19,1.8,0.459,F5
9.11,1.17,1.25,0.469,F5
9.53,9.3,0.92,0.639,G0
4.39,17.78,0.9,1.026,K0III
10.73,4.66,2.08,0.56,F8
6.86,1.99,0.81,1.526,K4/K5III
7.33,24.91,0.55,0.574,G0
5.45,9.32,0.84,-0.127,B3V
9.49,0.5,1.49,0.056,B8/B9IV
11.39,6.8,2.57,0.796,K:
8.66,3.81,0.99,0.914,G5
8.51,9.5,0.77,0.782,G5
8.59,2.58,1.05,1.268,K0
10.12,-0.12,2.52,0.452,F2
9.87,40.22,1.54,1.188,K5V
8.66,0.87,1.21,0.317,F5
8.98,41.07,2.11,1.145,K3V
5.52,11.85,0.6,1.023,G8III:
7.04,7.54,0.79,0.12,A0
6.93,8.16,1.05,0.998,K0III
6.59,17.45,0.67,0.449,F6IV
7.69,6.31,0.91,0.056,B9.5IV/V
10.0,21.19,1.96,1.171,K3V
9.03,3.26,1.39,0.515,F6V
9.38,15.32,4.79,0.83,G5
9.82,1.25,1.1,1.426,M5
8.47,3.19,0.84,1.0,K
7.54,7.82,0.82,0.218,A3/A4V
7.21,6.44,0.98,1.061,K0
8.67,2.25,1.08,0.165,B7V
9.55,0.61,1.43,1.201,K3IV
7.77,21.34,0.94,0.613,G3V
9.35,8.65,1.02,0.569,F8
7.64,4.09,1.27,0.661,F5
7.4,0.6,1.02,-0.151,B1IV
6.86,7.51,0.55,1.123,K2
6.91,4.86,1.17,1.137,K0
9.55,3.39,1.71,1.093,K2
8.08,5.16,0.79,0.382,F0
9.99,20.82,1.12,1.106,K0
8.57,1.88,1.22,1.015,G6/G8III:
8.74,3.49,1.21,0.213,A1m...
6.69,4.92,0.55,1.363,K5
9.71,0.46,1.46,1.515,M5
9.56,-0.99,1.16,1.038,G5
8.59,6.04,1.52,0.343,A2
9.0,5.06,0.94,0.531,F8
7.94,7.31,1.13,0.534,F3IV
8.82,4.81,2.03,0.471,F3V
9.3,6.59,1.01,0.491,F5
7.79,3.91,1.24,1.355,K2IIICNvar
7.63,3.03,1.01,1.486,K2
6.65,8.97,0.84,0.224,A4IV
8.09,9.84,1.07,0.476,F5
7.66,21.13,1.74,0.622,G2/5 + G2/5
6.59,6.59,0.68,1.02,G8III-IV
7.49,0.61,1.2,1.716,M2III:
8.85,18.21,0.92,0.624,F8
8.32,-0.43,1.43,1.542,K2
10.24,4.91,2.08,0.68,G5
8.73,2.6,0.78,1.075,K0
9.24,4.0,1.07,0.435,F5
8.64,3.07,1.41,1.185,K0III
8.49,7.61,0.72,0.427,F5
8.18,6.08,0.93,0.301,A4II/III
9.98,21.77,1.76,1.209,K5III
9.35,9.89,1.98,0.7,G5V
9.15,1.48,1.43,0.922,G5
9.94,4.11,1.55,0.523,F2
8.98,5.02,0.88,0.327,F
10.38,2.56,1.8,0.576,F8
9.67,1.9,1.74,0.028,B9III/IV
8.53,2.05,1.23,1.517,K2III
10.03,-0.25,1.75,0.6,F5
4.83,78.39,1.03,0.647,G2V + G2V
10.3,6.6,1.92,0.57,F8
8.69,4.1,1.07,1.194,K2II
8.58,3.69,1.55,0.423,F0IV/V
9.71,2.6,2.84,0.143,B9III
6.8,3.87,0.78,1.456,K4III
7.29,14.95,0.76,0.559,F8V
9.09,5.66,1.83,0.605,F8
8.81,5.05,1.2,1.065,K0III
10.7,10.83,2.35,0.917,K2
8.67,4.35,1.25,0.335,A2
6.22,7.03,0.49,0.055,A2Vs
10.05,9.11,1.86,0.42,G0
8.96,6.63,1.78,0.349,F0
7.73,6.09,0.98,0.47,F5III + A
9.07,0.97,1.59,1.28,K0III:
9.96,1.33,3.66,1.106,K0
7.88,2.81,1.01,1.525,K5
3.25,11.17,0.98,1.674,M3/M4III
7.68,14.26,0.63,0.475,F7Vm
7.15,12.65,1.85,0.306,F0
7.72,28.63,1.7,0.752,G5
7.96,2.55,0.97,0.051,B9IV
8.44,2.67,1.16,1.218,K1III
8.23,1.48,1.07,-0.056,B8II
8.95,1.02,1.37,1.16,K2III
9.7,15.69,1.84,0.91,K3V
9.6,6.25,1.63,0.549,F2
8.03,7.55,1.37,0.524,F5/F6V
9.71,20.3,1.26,0.911,K5
7.85,6.08,0.9,0.236,A2
8.16,3.67,1.1,1.377,K2III
8.21,-0.94,1.23,1.608,K5
7.4,9.33,0.56,0.17,A2
9.21,7.15,1.15,0.476,F5
9.46,7.97,1.62,0.571,F8
11.0,56.94,1.44,1.5,M:
9.49,4.08,1.35,0.785,G5
8.0,1.86,1.15,1.172,K2III
8.66,3.48,1.44,0.514,F3V
7.84,1.7,0.99,1.306,G8III
9.8,11.47,1.59,0.845,G8/K0V:
7.4,0.3,0.89,-0.027,B3III
8.2,7.1,1.21,0.216,A0
8.61,5.46,1.05,0.589,F8V
9.64,10.15,1.94,0.7,G0
9.15,4.6,1.56,1.274,K2/K3III
4.52,13.04,0.68,1.24,K2III
10.47,7.54,1.85,0.56,F8
7.31,2.18,1.13,1.537,K2
7.62,4.13,1.22,0.989,K0
7.37,2.27,0.82,0.017,B8II
10.29,5.41,1.76,1.0,K0
7.93,0.08,2.05,1.252,K2IIICN...
8.82,1.45,1.3,0.984,G6II/III
8.76,1.63,4.38,1.048,K0III
7.18,29.47,0.93,0.573,G0/G1V
8.31,5.12,1.11,0.969,G6/G8IV/Vw.
9.55,-0.76,1.42,0.24,B6/B7Ib/II
8.35,1.48,1.42,0.99,G5
7.92,10.11,0.9,1.123,K2III/IVCN.
8.74,6.87,1.33,0.441,F3V
8.4,0.19,1.34,0.271,A2
9.02,4.42,2.56,0.579,F5V
9.35,0.67,0.94,1.208,K0
8.86,2.41,1.29,1.871,M1III
6.29,5.09,1.09,1.389,M6III
7.49,21.31,0.71,0.503,F8
7.91,5.94,0.95,0.442,F0V
9.45,6.04,1.39,1.0,K0
8.18,9.49,1.25,0.492,F8
8.45,4.94,1.2,0.998,G8III
7.79,14.35,0.87,0.456,F5
8.67,13.27,1.29,0.591,G3V
5.65,1.88,0.52,1.273,G8Ib
9.46,17.81,0.88,0.814,G5
8.4,2.08,1.24,1.296,K2III
8.28,2.31,1.13,1.676,K4III
5.16,12.2,0.59,0.935,G8III
9.73,10.59,1.67,0.666,K(1)V + G
9.41,1.64,1.37,-0.008,B9II/III
8.59,5.05,2.78,0.409,F0V
9.27,4.33,1.53,0.667,G0IV/V
9.47,-1.01,1.67,0.907,G0
8.73,5.06,1.26,1.5,M0III
7.87,7.39,0.64,1.025,K0
7.2,6.88,0.81,0.219,A3IIIs
9.83,52.11,1.97,1.3,K5
9.5,28.11,3.08,1.21,K4V
9.52,1.95,1.32,0.433,B8Ib/II
7.69,4.39,0.66,1.109,K0III
7.85,0.28,0.95,1.404,K1Ib/II
8.74,1.73,1.47,1.482,K5
9.41,5.06,1.6,0.433,F2V
8.85,7.26,1.75,0.481,F8
8.99,5.95,1.28,0.565,F7V
10.08,3.08,2.04,0.498,F0
8.18,3.38,0.7,1.04,G8/K0III
10.48,2.35,1.77,1.564,M0
9.93,15.57,1.73,0.633,G3V
8.23,2.78,0.73,0.922,G5
9.85,13.16,2.25,0.693,G4
7.56,4.09,0.71,1.001,G5
10.68,4.13,2.18,0.486,G0
8.68,9.84,1.93,0.583,F7V
9.79,15.89,1.85,0.67,G5/G6V
8.99,5.93,1.38,0.575,F6V
3.91,6.56,0.96,-0.144,B5
7.56,7.57,0.58,0.131,A0
9.27,0.47,1.33,1.087,K0
8.64,2.12,1.0,1.158,K0III
7.45,2.73,1.03,1.611,K5III
7.23,5.86,0.72,0.853,G3III
10.18,3.99,1.9,0.797,G8IV/V
9.99,20.9,1.88,1.12,K3/K4V:
8.18,19.12,1.11,0.656,G0
8.11,5.1,1.08,1.116,K0III
9.38,6.08,2.39,0.54,G0
10.02,3.15,2.02,0.405,F0
9.67,4.69,1.29,0.43,F5
7.53,3.53,1.02,0.074,A0V
8.05,4.62,1.14,1.087,K0
9.18,0.24,1.49,0.399,Fm
7.95,2.96,1.35,1.222,K0
7.06,6.52,1.07,1.087,K0III
8.56,2.96,0.67,0.021,A0
5.13,8.88,0.94,1.011,G8III
9.18,0.82,1.53,0.212,A3III/IV
8.94,-0.28,3.16,0.461,A9IV(m)
7.99,3.63,1.15,1.219,K0III
9.46,7.07,1.31,0.362,F5
8.17,3.91,0.95,1.024,K0
9.9,9.58,1.92,0.634,F8
8.22,15.04,1.01,0.673,G3/G5V
7.67,10.94,0.67,0.401,F2IV/V
8.37,9.98,1.21,0.52,F6V
9.32,8.03,2.98,0.56,F8
7.69,6.69,0.64,0.523,F8
10.17,5.88,1.88,0.113,Ap Si
8.99,2.24,0.87,1.039,G5
9.52,4.18,1.62,0.54,F5
5.59,12.55,0.52,-0.005,A1V
10.31,6.28,2.04,0.454,F8
8.83,8.54,2.66,0.415,F0
7.75,-0.18,1.0,1.507,K5
9.12,14.62,1.04,0.626,G0
7.56,22.04,1.96,0.596,G0
9.61,13.35,1.52,0.742,G6V
9.42,3.23,1.42,0.277,F0V
8.35,9.96,2.84,0.512,G0
6.48,31.4,1.01,0.489,F6V
8.68,3.61,1.08,1.602,K3III
8.31,12.38,1.23,0.524,F7V
8.92,1.12,1.81,1.017,K0
10.53,7.64,1.34,0.724,F8
10.26,4.88,2.13,0.455,G2
8.83,9.82,1.32,0.474,F3/F5V
8.54,3.46,1.16,0.317,F0
9.1,10.19,1.21,0.551,F5
9.59,5.53,1.91,0.492,F2
7.33,5.22,0.98,1.024,K0
9.95,4.41,1.87,0.56,F8
7.46,5.23,0.59,1.151,K2
6.65,5.78,1.01,-0.02,B7Vn...
9.56,4.42,1.4,0.601,G2/G3V
8.64,2.26,1.64,0.025,A0V
7.96,4.34,0.9,1.46,K5
8.4,22.59,0.68,0.677,G5
8.05,2.27,1.08,1.403,K2III
8.62,0.06,0.93,1.002,K2/K3III+..
8.71,4.37,1.12,0.934,G5
8.33,2.87,0.73,1.007,K0
8.36,3.39,1.4,0.205,F0
9.19,4.07,0.9,0.37,F2
11.12,4.56,6.96,0.56,F8
7.22,10.39,1.11,0.23,F0
8.31,3.25,1.06,1.219,K1III
8.68,1.17,1.26,1.51,M0/M1III:
9.2,3.16,1.43,1.169,K5
6.48,1.91,0.7,-0.137,B3V
7.73,6.37,0.61,1.125,K0
8.27,12.52,0.77,0.477,F5/F6V
7.14,5.15,0.89,1.311,K1/K2III
9.03,2.66,1.24,0.544,F5V
8.46,2.56,1.49,0.894,G5
9.39,1.76,1.36,0.908,K0
8.85,8.83,1.92,0.623,G5
8.79,8.38,1.29,0.732,G6V
9.18,3.88,1.26,0.434,F2
7.89,4.5,0.84,1.291,K2
8.4,6.82,3.0,0.436,F5V
9.42,10.3,1.54,0.633,G3V
9.89,2.16,1.01,0.987,G5
10.38,7.52,3.65,0.792,G9
6.73,6.3,0.99,1.028,K0III
7.68,1.65,0.83,-0.045,B5III
7.94,3.84,1.2,1.443,K2III
8.28,10.49,1.07,0.94,K0IV/V
7.2,7.64,0.99,0.41,F3IV/V
10.19,3.2,1.01,0.401,F2
6.27,2.39,0.81,1.658,K5III
12.79,-6.96,18.06,1.613,K5
7.66,3.19,1.13,1.172,K0III
9.01,1.46,1.63,0.474,F2
10.5,-1.28,1.91,0.42,F5
8.98,8.92,1.31,0.447,F5
5.24,12.53,0.53,0.958,G8III
9.05,8.43,1.27,0.405,F5
9.12,5.91,1.35,0.609,G0
9.2,6.56,1.36,0.561,F8
8.71,7.08,1.27,0.34,A9/F0V
7.22,11.17,0.92,0.33,F0
7.67,6.35,0.94,0.455,F2
10.56,4.54,2.55,0.56,F8
7.9,4.73,0.98,1.339,K4III
8.71,6.83,1.1,0.414,G5
7.94,2.34,1.14,1.442,K3III
8.21,3.14,1.17,1.04,G8III
6.92,4.36,1.02,-0.014,B8V
8.59,2.67,1.11,0.342,A2
8.5,1.52,0.76,1.046,K0
8.16,12.65,2.04,0.564,F7V
9.07,5.36,1.6,0.764,G
9.47,6.47,1.39,0.634,G3/G5V
6.13,16.69,0.84,1.04,K0III
9.65,3.82,1.35,1.0,K0III
10.07,6.49,2.5,0.57,F8
7.31,5.19,0.95,0.396,F0
9.23,1.59,1.25,-0.136,A
10.01,1.87,1.94,0.626,F8
8.52,0.98,1.13,0.039,B9III/IV
8.54,30.62,1.0,0.87,K0
7.87,5.57,1.04,0.379,F2III
9.39,2.46,1.11,0.323,F5
5.97,10.44,0.96,-0.076,Ap Si
8.82,10.52,1.46,0.467,G0
7.48,5.97,1.15,0.056,A0V
8.52,4.83,1.08,1.066,G8III/IV
6.35,33.91,0.62,0.537,F8V
9.79,1.23,0.99,1.101,K0
8.28,9.79,1.12,0.523,F5
8.64,4.8,0.92,0.46,G5
5.19,4.26,0.8,1.589,K5III
8.77,1.52,1.02,1.246,K0
8.05,2.47,0.98,0.406,F0/F2III/IV
8.96,2.44,1.22,-0.028,Ap...
7.83,0.08,1.24,1.612,K4/K5III
10.69,5.25,2.64,0.56,F8
10.23,1.59,2.46,0.723,G0
6.41,7.89,0.87,0.162,A1V
9.02,2.71,1.06,1.084,K0III
9.99,-0.07,1.06,1.15,R...
7.91,13.16,0.68,0.43,F0
7.97,3.81,1.28,1.272,K0III
8.86,14.75,0.99,0.59,G1V
8.3,5.28,0.69,0.161,A2
9.13,3.45,1.31,1.248,G8III
8.96,-0.2,1.06,1.433,K5
8.91,9.43,2.17,0.545,F7V
10.35,13.57,1.91,0.887,K0
8.63,3.24,1.02,0.09,B9III
9.34,8.44,1.2,0.559,G
6.4,3.21,0.75,-0.109,B3III
8.8,10.31,1.28,0.95,K0
8.65,6.56,1.11,0.451,F8
9.15,1.64,1.34,-0.004,B6/B7V
9.18,6.06,1.48,0.503,F5
8.4,2.19,1.28,0.964,G5
8.28,3.25,1.28,1.153,K2
9.31,6.5,1.3,0.602,G1V
7.18,6.25,1.0,0.061,A1V
7.79,3.05,0.8,1.2,K0
8.35,7.06,1.21,0.607,F3/F5V
6.59,2.35,0.94,1.497,K2
7.88,1.07,1.1,1.55,K2/K3III
8.64,3.08,0.99,0.466,G0
6.52,1.72,0.64,1.592,K4III
7.86,5.83,1.15,0.374,A9V
7.64,9.39,1.06,0.582,F8
8.11,12.25,0.84,0.49,F5
8.04,2.55,1.28,1.578,M...
8.65,3.82,0.84,1.1,K0III
8.02,4.58,1.17,0.312,F0
7.18,8.25,0.96,0.062,A0V
8.9,3.4,1.14,0.934,K0V
7.2,4.85,0.86,1.274,K2IIICN...
8.14,10.29,1.16,0.362,A9V
7.8,3.82,0.85,0.92,G5III
7.23,5.43,1.01,1.022,K0III
7.18,4.11,0.78,1.095,K0
9.38,6.24,0.82,0.354,G0
8.49,1.85,1.44,1.61,K5III
4.93,50.7,0.76,0.429,F5V
8.94,5.72,1.3,1.356,K5
6.88,3.62,1.06,1.535,K5
9.98,3.85,1.45,0.553,F5
6.03,13.35,0.77,0.073,A3V
7.63,12.7,1.19,0.903,K0
10.22,8.05,1.91,0.643,G0
9.82,2.31,1.71,1.051,G0
7.85,2.31,1.06,1.125,K0
8.13,0.39,1.06,1.511,M3III
5.77,9.35,0.66,0.92,G8III
7.78,10.24,0.94,0.426,F2V
9.59,11.24,1.73,0.638,G0
9.31,3.37,1.13,1.157,K0
9.13,1.6,1.29,1.3,K1III
8.54,0.93,1.19,0.024,B3Vn...
10.5,4.6,2.23,0.56,F8
7.24,5.8,0.58,1.126,K0
8.95,12.48,1.48,0.7,F8
9.07,1.66,0.97,0.165,A0
6.72,31.21,1.77,0.68,G5
8.99,7.92,0.96,0.457,G0
7.3,4.76,1.0,1.24,K0
7.76,3.42,0.73,1.064,K0
9.87,2.48,1.73,0.511,G0
8.68,0.69,0.95,1.53,K3/K4III
9.88,0.31,1.92,0.473,F2/F3III
8.16,4.27,1.55,0.516,F3IV/V
9.7,5.18,1.16,1.081,K0
8.78,9.17,1.35,0.463,F5V
6.16,6.11,0.83,0.921,K0III
9.41,3.89,3.21,0.485,F8
8.63,11.14,1.39,0.592,K0
11.14,8.12,2.3,0.672,G6V
7.96,1.78,0.78,1.469,K2
9.49,8.11,0.97,0.61,F8
7.87,5.24,0.85,-0.066,B9
8.26,15.4,1.37,0.575,F9V
11.14,13.84,1.91,1.592,K8
8.48,3.97,0.99,0.039,B9.5V
8.73,2.88,0.85,0.982,K0
6.82,11.01,0.87,0.413,F4III SB
8.24,9.43,1.21,0.455,F3/F5V
8.29,2.4,1.01,1.23,K1III
9.69,9.34,1.75,1.1,G5
9.15,4.62,1.21,0.398,F8
8.94,8.65,1.26,0.545,F6V
9.29,1.64,1.42,1.26,K0
6.49,8.02,0.92,0.432,F2III
8.72,33.97,0.69,0.952,G5
6.18,4.11,0.66,1.47,K3III
10.13,2.85,2.69,0.48,F2/F3IV:
9.76,8.46,2.3,0.58,G0
7.75,24.27,0.86,0.73,G5IV+...
7.98,4.91,0.93,0.036,A0V
7.98,9.68,1.03,0.397,F2
7.21,4.74,0.82,0.89,G8III
8.84,9.17,1.17,0.45,F3V
8.99,12.42,2.16,0.5,F7V
10.29,7.8,1.08,0.808,G5
8.53,3.68,1.14,1.069,K1III/IV
7.64,5.04,1.06,1.147,K2
10.23,0.68,1.77,0.726,G0
7.66,16.21,1.34,0.727,G5
8.8,1.76,1.23,1.363,K0
10.58,6.76,1.49,0.633,G2V
9.04,8.14,1.25,0.424,F5
11.44,7.93,8.68,1.5,Me
9.32,6.87,1.49,0.8,G6/G8V
7.97,10.46,0.93,0.913,K0
5.75,7.9,0.85,-0.113,B8IV Si
8.0,28.29,1.04,0.598,G0V:
8.36,8.37,1.32,0.647,G0
8.55,5.98,0.93,0.404,F0
8.74,1.53,1.31,0.103,B9II/III
7.9,4.46,1.08,1.0,G8II
10.36,4.05,1.88,0.51,G0
9.18,1.1,1.54,0.12,B6V
7.72,2.29,0.6,1.483,K5
8.78,18.55,1.4,0.653,G6
8.87,1.11,1.29,0.08,B8/B9III
8.62,5.0,1.1,1.63,M3III:
8.48,13.34,1.14,0.446,F5V
7.67,16.8,1.11,0.565,G1Vm
6.7,6.92,0.67,0.979,K0
10.44,5.23,6.13,0.764,G0
6.63,2.84,0.55,1.51,M0
6.33,7.71,0.54,1.05,K0III
8.02,1.65,1.2,1.401,K2/K3III
8.87,3.81,1.08,0.377,F8
8.83,0.91,1.31,0.046,B6V
5.67,7.77,0.83,1.24,K2III
9.18,10.53,1.55,0.57,G0
8.92,4.65,1.15,0.934,K0
9.07,-2.63,1.54,1.189,K2
6.81,4.25,0.59,0.041,B4/B5III/IV
7.84,21.16,0.61,0.602,G0
7.28,1.95,0.72,0.018,B8V
7.45,9.59,0.63,0.31,F0
9.6,8.36,0.99,0.568,F9Vm
5.82,6.39,0.74,1.233,K1III
8.03,14.44,0.66,0.529,G5
9.1,8.72,1.33,0.448,F3V
7.61,3.3,1.11,1.32,K2
5.85,7.34,0.82,-0.123,B7V
8.42,0.68,1.11,0.0,B8Vn...
8.95,8.85,1.18,0.469,F5V
9.22,8.49,1.57,0.503,F8
8.13,5.96,1.04,0.154,A2/A3III
7.89,7.98,1.18,0.505,F5IV/V
8.41,15.1,4.05,0.651,G0
7.04,4.12,0.57,1.021,K0
8.77,1.31,0.86,1.25,K2
7.24,5.63,0.86,0.222,A7p
6.82,3.24,0.82,-0.079,B3V
7.99,3.4,1.23,1.187,K1III
8.64,7.94,1.34,0.343,F0IV
8.62,2.09,1.25,0.018,B9V
9.11,5.74,1.58,0.373,F2/F3V
7.05,7.68,0.74,0.102,A0V
8.21,9.53,1.87,0.5,F5
4.07,8.02,0.69,-0.162,B3V
8.28,26.65,1.16,0.852,K0
7.92,1.23,1.09,1.709,M1III
9.1,8.62,1.27,0.85,G5
6.16,5.6,0.93,0.967,G6V:
6.87,2.29,0.85,1.246,K0II/IIICN.
8.14,2.11,1.3,1.267,K2/K3III
8.8,9.65,3.13,0.521,F2
8.84,20.18,1.25,0.662,G5
7.57,9.32,1.22,0.364,F2
8.73,6.2,1.11,0.433,F3V
7.51,11.02,1.15,0.5,F0
7.16,4.56,0.82,1.208,K2
6.92,2.33,1.03,1.724,M1III
8.25,5.68,1.23,0.305,A2
8.6,2.15,0.79,1.34,K5
7.94,1.47,0.71,1.262,K2
8.87,24.58,0.98,0.799,G5
8.35,9.93,1.17,0.54,F6V
8.33,1.8,0.75,1.468,K2
8.01,2.93,0.65,1.26,K0
7.33,5.61,0.93,1.211,K1IIICN...
8.98,2.79,0.95,1.045,K0
6.73,1.13,0.63,-0.059,B2Vn
9.01,8.82,3.09,0.438,F3V
7.24,12.47,0.95,0.253,A5m...
7.47,10.92,0.89,0.353,Ap
9.27,2.7,1.2,1.01,K2
6.97,0.85,0.76,-0.009,B1/2IVne
9.32,29.57,1.33,1.07,K8V:
7.67,10.59,1.09,0.31,A9V
9.91,2.81,1.55,0.498,F2
8.2,3.38,0.78,1.125,K0
8.32,1.12,1.18,1.659,M2III
10.04,0.99,1.01,0.486,G5
7.13,9.26,0.54,0.334,F2
8.6,8.17,1.19,0.295,A1IV
8.71,6.53,1.07,0.423,F8
7.97,9.59,1.47,0.869,G6III/IV
9.76,11.0,1.51,0.632,F8
9.08,1.14,0.72,1.365,K0
8.3,0.05,1.05,0.993,K0
9.47,1.4,1.25,1.369,K0
8.28,1.97,1.82,1.201,K1II
11.34,12.49,10.35,0.885,G8
8.26,0.6,1.09,1.72,M2III
9.03,2.07,0.97,0.414,F5
8.02,5.52,1.03,1.094,K0III
10.24,4.12,1.65,0.45,F2
8.59,3.25,1.19,0.056,B9.5III/IV
8.38,14.38,1.15,0.551,F7V
