Vmag,Plx,e_Plx,B-V,Amag,TargetClass
9.69,2.97,1.68,0.437,17.05378224658606,3
6.53,7.43,0.83,0.99,15.884944068802877,5
9.38,19.39,1.33,0.949,20.817889045393528,5
8.39,5.35,0.99,0.928,17.031768910106145,4
6.43,26.54,0.68,0.415,18.549504592642084,3
6.39,8.41,0.77,1.122,16.01397997898956,5
10.59,4.16,1.96,0.62,18.685466653133716,4
7.15,23.3,0.86,0.712,18.986779605130096,4
5.95,16.75,0.82,0.259,17.07007405686432,3
8.27,9.25,1.15,0.472,18.100708663695162,3
7.6,2.87,0.88,1.62,14.889409483669962,6
5.41,5.94,0.73,1.226,14.278932224905969,5
9.22,8.43,1.11,0.514,18.849137873123713,3
10.14,6.85,1.46,0.462,19.318452857462127,3
9.34,2.21,1.44,0.068,16.061961368425553,1
12.13,10.69,3.76,1.168,22.27488852604389,5
9.67,-0.41,1.62,0.178,12.733919283598677,1
6.78,13.33,1.61,0.465,17.4041507470693,3
7.07,3.4,0.87,-0.051,14.727394585211275,1
7.89,2.37,1.04,1.722,14.76374173005052,5
10.1,11.63,1.19,0.524,20.427898573642242,4
8.3,3.94,1.11,0.994,16.27748110912787,5
7.95,7.18,0.89,0.202,17.2306222212115,2
5.69,16.13,0.97,0.335,16.72817183694481,3
9.07,8.58,1.19,0.467,18.737436439243528,3
7.85,1.78,1.01,1.618,14.10210001154447,5
8.83,21.22,1.32,0.761,20.46372689782661,5
9.78,3.51,3.7,0.275,17.50653558232912,2
9.06,2.39,1.26,0.99,15.95198950474069,5
9.9,5.53,1.37,0.53,18.613625656523492,3
9.12,1.35,1.22,0.962,14.77166884247503,4
7.8,4.66,0.71,1.143,16.14192958345,4
8.32,4.74,0.79,0.361,16.698891708370425,3
9.62,1.15,0.91,0.014,14.923489201768056,2
10.52,2.78,1.81,0.62,17.740223979590382,3
7.73,8.67,0.92,0.461,17.420095487381055,3
7.85,3.75,1.27,1.0,15.720156338638594,5
8.28,9.62,0.72,0.435,18.195875360189063,3
9.21,3.5,1.17,0.36,16.93034022175138,2
10.0,4.65,1.31,0.56,18.33726476444977,3
8.61,11.96,1.03,0.607,18.99865589826196,4
8.43,3.34,0.95,0.9,16.048732334057824,4
8.24,5.01,1.12,0.259,16.739188629336226,2
7.38,3.6,1.02,0.939,15.161512503836438,4
8.87,3.55,1.12,0.545,16.62114176527547,3
8.65,5.23,1.17,1.099,17.242508444336373,5
7.14,4.13,0.8,0.066,15.219750258282005,2
8.75,1.98,1.16,1.3,15.233325951307656,5
10.04,2.72,1.4,0.307,17.212844520170993,2
8.37,2.41,1.21,1.048,15.28008521287434,4
8.64,3.61,1.2,0.299,16.42753600952829,2
8.77,3.12,1.66,0.158,16.240772970092216,2
6.2,7.77,0.82,1.237,15.652105094004572,5
7.36,2.96,0.8,0.009,14.716458555294693,2
9.66,-3.84,2.71,1.2,17.581656121837653,5
8.32,0.19,0.78,1.515,9.713768004764145,6
8.79,2.32,1.24,0.239,15.617439924454498,1
8.04,3.15,1.18,0.441,15.531552768948002,2
8.1,2.61,1.11,1.138,15.183202536691404,5
8.21,2.39,0.97,0.455,15.10198950474069,3
7.03,4.81,0.97,1.108,15.440725381869157,5
8.56,2.27,1.05,1.134,15.340129285965613,5
8.97,2.26,1.12,1.294,15.740542195737005,5
6.39,3.6,0.8,1.605,14.171512503836436,6
6.18,4.05,0.57,1.607,14.217275116073342,6
10.01,7.07,1.66,0.635,19.2570970689845,4
9.53,3.79,1.45,0.91,17.42319604984036,4
8.41,6.09,1.45,0.2,17.333086463164378,3
8.26,4.52,1.02,1.14,16.535692174056912,5
7.42,7.08,0.98,0.407,16.670166288448847,3
7.6,1.47,0.84,0.101,13.43658667374088,1
4.1,74.25,0.72,0.536,18.45348228994625,3
6.85,6.42,0.69,0.937,15.887675140344266,4
7.17,6.78,0.94,0.345,16.326148469335315,3
7.69,4.03,0.93,1.223,15.71652523070555,5
7.15,4.54,0.82,1.388,15.43527926428552,5
8.42,8.94,1.01,0.425,18.176687593979587,3
8.68,2.0,1.01,0.078,15.185149978319906,2
8.28,-0.65,1.17,1.67,12.344566783214276,6
8.19,1.28,1.15,0.818,13.726049848239342,2
8.55,5.35,1.03,0.248,17.19176891010614,2
9.48,5.96,1.55,0.81,18.356231298701182,5
8.37,1.01,1.11,1.736,13.391606868913213,5
9.41,5.1,1.18,0.511,17.947850880489682,4
8.96,6.14,1.25,0.563,17.900841855705842,4
9.33,7.72,1.42,0.607,18.76808650167868,3
8.77,-0.75,1.38,1.326,13.1453063169585,5
9.3,6.01,1.64,1.169,18.1943723600137,5
8.61,1.43,1.25,1.564,14.38668018732531,5
8.19,10.41,1.06,0.618,18.27725364755268,3
9.45,0.63,1.15,1.415,13.446702747267908,5
9.22,8.43,1.16,0.441,18.849137873123713,3
5.54,29.58,1.42,0.347,17.894990848304367,3
7.58,5.61,0.93,0.423,16.324814306280807,3
7.92,12.64,0.8,0.508,18.428735369731832,3
8.98,1.82,1.33,0.213,15.280356939925374,2
8.14,29.72,1.08,0.83,20.50524402544269,5
8.79,4.87,2.62,0.135,17.227644806073172,2
8.25,6.04,1.0,0.462,17.15518469310566,3
9.23,3.03,0.97,1.132,16.637213142511527,5
8.72,7.61,0.82,0.7,18.126923283852864,4
10.14,5.62,1.38,0.585,18.888681577845304,3
9.49,9.38,1.52,0.548,19.351014191895324,3
7.79,2.92,1.03,1.045,15.116914257242092,5
8.17,2.8,0.98,1.11,15.405790156711095,5
9.24,0.69,1.68,1.078,13.434245453686277,4
7.08,11.31,0.93,0.671,17.347313024627276,4
7.81,7.56,0.99,0.449,17.20260897750603,3
7.86,3.51,0.98,0.059,15.58653558232912,2
8.14,6.4,0.93,0.266,17.170899869919438,2
10.39,45.79,1.63,1.416,23.693853217638488,6
7.96,2.01,1.08,1.562,14.475980287102445,5
9.2,0.5,1.13,0.931,12.694850021680093,4
6.58,3.41,0.56,0.008,14.243771894962489,1
9.86,6.28,3.07,0.566,18.84979821868598,3
7.25,0.54,1.55,0.035,10.911968799114844,1
7.15,8.03,0.94,0.866,16.673577726393404,4
8.44,2.39,1.0,1.274,15.331989504740688,5
9.28,9.48,1.19,0.49,19.164041686690332,3
7.47,3.0,0.84,0.947,14.855606273598312,5
6.99,23.8,0.86,0.9,18.87288478528256,5
7.99,8.14,1.07,0.876,17.543122024446006,4
8.97,-3.47,7.96,1.327,16.67164737395437,5
8.41,5.82,1.09,1.075,17.234614923249445,5
5.66,8.94,0.5,0.939,15.416687593979589,5
8.29,5.88,1.0,0.355,17.136886630380694,2
10.36,16.93,2.01,1.09,21.503284790544676,5
9.12,2.7,1.4,1.159,16.276818820794936,5
8.3,4.42,0.98,1.023,16.52711134674546,4
8.27,4.17,1.04,0.323,16.37068027486879,3
7.27,3.56,0.84,1.435,15.027249989864377,5
9.38,2.19,1.41,1.26,16.08222057420059,5
7.66,42.35,0.96,0.797,20.79426707333363,4
8.69,1.58,1.09,0.126,14.683285434772113,2
9.98,0.91,1.72,0.374,14.77520696160547,3
9.59,16.56,1.34,0.699,20.685301662244306,4
6.24,26.15,0.81,0.528,18.327358466016463,3
8.37,1.8,0.76,1.435,14.64636252551653,5
11.44,5.15,2.55,0.99,19.999036145205956,4
7.8,3.77,1.0,0.559,15.681706751028965,3
9.96,5.97,1.58,0.563,18.839871655646846,4
6.77,38.86,0.83,0.648,19.717513981318817,4
9.01,10.94,1.24,0.56,19.205086609987063,3
0.45,22.68,0.57,-0.158,12.228215251104345,1
6.77,15.53,0.97,0.471,17.725857278642792,3
8.38,5.72,1.15,1.35,17.16698014396512,5
7.58,3.43,0.86,1.0,15.256470600213852,4
8.56,0.54,0.76,1.61,12.221968799114844,6
6.49,1.1,0.68,0.776,11.696963425791125,2
8.15,9.32,1.02,0.881,17.997079561769908,4
9.63,4.65,1.22,0.586,17.967264764449773,3
8.89,2.91,1.26,1.442,16.209464944929536,5
6.43,3.64,0.89,1.568,14.23550691824528,5
8.72,-1.98,1.34,2.368,15.203325951307656,6
7.33,25.39,0.62,0.629,19.35331350436861,4
8.55,2.13,1.75,0.98,15.191898017193688,4
5.88,36.86,0.52,0.62,18.712776654415276,4
8.52,2.68,0.9,1.008,15.660673970143945,5
7.96,4.87,0.85,0.096,16.397644806073174,2
7.59,5.88,0.92,0.428,16.43688663038069,3
7.99,4.54,1.01,0.24,16.27527926428552,2
8.68,3.0,1.16,0.913,16.065606273598313,4
3.59,18.76,0.74,1.275,14.956164170215228,5
9.16,2.33,1.43,1.084,15.996779605130094,5
7.86,6.7,0.94,0.521,16.990374013504134,3
6.97,5.66,0.78,1.163,15.734082155941358,5
7.76,4.05,1.13,1.262,15.797275116073342,5
8.18,12.46,0.99,0.646,18.65759021161575,3
8.46,2.76,1.12,1.281,15.66454541032609,5
8.41,12.9,0.79,0.614,18.962948551496243,4
7.65,1.16,0.67,1.503,12.972289946134591,5
7.58,4.98,0.83,1.007,16.066146713798588,5
5.55,2.86,0.7,1.388,12.831830165645215,4
9.95,1.95,3.5,0.428,16.40017305681259,3
9.97,1.65,1.63,0.584,16.057419721069532,6
9.53,4.35,1.19,0.451,17.722446284773184,3
7.62,3.55,0.85,1.408,15.371141765275471,5
8.16,4.63,0.7,0.921,16.487904955089768,4
8.61,1.55,1.18,1.304,14.561658490851457,4
6.72,5.26,0.74,-0.015,15.324928720768696,1
9.4,20.45,1.51,0.81,20.9534665617168,4
9.64,8.18,2.35,0.735,19.203766518356616,4
7.28,11.08,0.73,0.342,17.502698801962055,3
8.11,3.39,0.96,1.082,15.76099849101541,4
9.33,3.04,1.37,0.977,16.74436791804377,4
8.6,1.3,1.07,0.02,14.169716761534183,2
6.94,2.16,0.95,1.439,13.612268755754656,5
10.77,4.26,1.38,0.298,18.91704799551359,2
8.64,3.62,1.19,1.153,16.43354285266583,5
8.65,26.3,1.66,0.848,20.74977874244879,5
7.32,4.71,0.59,1.031,15.68510453564448,4
9.73,2.7,1.52,0.476,16.886818820794936,3
7.43,4.86,0.85,1.271,15.863181346311467,5
8.69,1.91,1.17,0.256,15.095166836238638,1
9.69,-0.38,1.72,1.58,12.58891798308405,5
8.16,6.42,0.94,0.446,17.197675140344266,3
5.94,10.1,0.68,1.045,15.961606868913215,5
8.08,7.27,0.93,0.293,17.387672054295187,2
8.39,1.33,0.99,1.217,14.00925820483543,5
11.6,52.95,2.92,1.496,25.219329822217517,5
10.58,2.82,2.02,1.316,17.831245541596804,6
10.66,2.03,2.7,0.98,17.197480189566065,5
6.67,11.91,0.66,0.33,17.049558807413888,3
5.28,7.3,0.7,0.972,14.59661430060228,4
6.38,7.17,0.85,-0.021,15.657595778339001,1
10.67,3.61,1.92,0.62,18.45753600952829,4
9.67,9.67,1.22,0.723,19.59713237041501,4
9.74,8.76,1.48,0.476,19.452520530840403,3
10.74,28.69,3.28,1.101,23.02865274122999,5
7.11,4.93,0.59,1.187,15.574234596386152,5
8.65,-1.08,1.09,1.363,13.817118777434748,5
6.66,3.5,0.88,1.429,14.380340221751378,5
8.5,5.54,1.33,1.33,17.217548823642147,5
9.92,3.06,1.51,0.414,17.3486071324079,3
7.46,5.31,0.88,0.729,16.085472605407347,4
9.66,2.7,1.84,0.423,16.816818820794936,3
7.97,10.51,1.04,0.376,18.07801358014121,2
8.41,10.45,1.02,0.399,18.505581452235365,3
8.93,1.7,2.01,0.0,15.082244606891368,2
9.64,2.97,1.59,0.4,17.003782246586063,2
8.12,7.78,2.03,0.473,17.574897984948443,3
7.47,1.65,1.01,1.415,13.557419721069532,5
7.35,18.95,0.91,0.465,18.738046071520454,3
8.71,20.4,3.32,0.87,20.258150837129495,5
7.72,3.08,1.29,0.9,15.162753582502223,4
8.47,8.05,1.02,0.375,17.998979401839343,3
7.11,8.6,1.43,0.433,16.78249225621784,3
9.2,4.06,1.12,0.228,17.24263016788597,2
9.29,9.67,1.46,0.47,19.21713237041501,4
6.69,5.64,0.84,-0.078,15.446395519916713,1
8.57,3.34,1.06,1.024,16.188732334057825,1
5.58,14.21,0.77,0.346,16.342970389637347,3
7.49,2.33,0.91,1.115,14.326779605130096,5
10.67,-2.8,1.93,0.018,17.905790156711095,7
8.41,3.88,2.01,0.486,16.35415862797104,3
8.61,3.94,1.14,0.485,16.58748110912787,3
7.89,7.28,1.04,0.31,17.200656896565185,2
8.2,4.27,1.86,0.307,16.35213937512512,2
9.48,4.17,1.28,0.529,17.58068027486879,3
9.37,25.82,1.56,0.794,21.429781189652005,5
9.24,9.02,1.07,0.529,19.01603268770971,3
8.11,5.9,1.04,0.906,16.96426005821072,4
9.65,0.29,1.5,1.72,11.96198998949478,5
9.46,1.4,1.26,1.052,15.190640178391192,4
7.93,10.21,1.15,0.318,17.975128710434554,3
8.94,7.97,1.03,0.676,18.447291606980563,4
9.29,7.89,1.37,0.657,18.7753850160471,4
9.17,0.71,1.31,1.147,13.426291743595376,5
9.2,8.8,0.9,0.573,18.922413360750845,4
6.88,1.57,0.84,0.83,12.85949826204617,3
9.48,3.61,1.15,0.544,17.26753600952829,3
7.08,20.37,0.61,0.466,18.62495514500082,3
7.23,5.39,0.92,-0.001,15.887943825933695,2
11.77,11.64,3.52,1.304,22.099764901569348,5
7.29,6.19,0.72,0.092,16.248453245100592,2
8.47,1.69,0.98,1.077,14.609433523068368,5
8.97,5.34,1.97,1.3,17.607706285142783,4
8.92,19.12,1.25,0.76,20.327439439700406,4
8.24,8.76,0.97,0.471,17.952520530840403,3
9.25,-0.52,1.24,0.119,12.830016718173997,1
7.15,5.0,0.9,1.2,15.644850021680094,5
6.74,3.7,1.35,0.867,14.581008620334975,4
6.74,7.35,0.82,1.12,16.071436695420974,5
7.43,8.34,1.04,0.325,17.035830253188692,3
8.79,0.21,1.39,1.161,10.401096473669595,5
7.39,4.56,0.85,0.143,15.684824213322173,2
10.32,0.62,1.48,-0.119,14.28195844749127,1
9.8,5.68,1.44,0.406,18.571741678555092,3
8.74,3.29,1.14,0.892,16.325979489749873,4
8.09,4.76,1.51,0.249,16.478034763602466,2
5.01,13.46,0.76,0.883,15.65522529943979,4
7.63,7.6,1.04,0.309,17.034067961403956,3
8.52,0.49,1.92,0.22,11.970980400142569,1
6.55,6.86,0.71,1.152,15.731620578533757,5
9.02,5.31,1.4,1.453,17.645472605407345,5
8.62,2.99,1.23,0.986,15.998355941622147,5
7.66,9.4,0.95,0.282,17.525639267998493,2
10.12,3.45,2.46,0.72,17.80909547536637,4
8.82,8.5,1.55,0.733,18.467094628571466,4
8.61,9.67,1.14,0.554,18.53713237041501,4
9.04,14.61,1.18,0.721,19.863251079671485,4
8.01,3.42,1.03,0.184,15.680130530280675,1
9.66,9.29,3.16,0.61,19.50007856996821,3
9.46,7.63,1.34,0.582,18.872622689774403,3
8.7,4.57,1.1,0.545,16.999581000349252,4
7.74,29.41,0.91,0.733,20.082475122535346,4
6.6,46.73,0.8,0.69,19.947978905121566,4
9.2,4.96,1.63,0.31,17.677408382450984,2
8.37,11.71,2.22,0.607,18.712784475361815,3
9.07,1.32,1.32,0.97,14.672869656029249,4
9.17,4.17,1.23,1.016,17.270680274868788,5
7.72,1.99,8.29,1.068,14.214265382048533,6
5.98,7.18,0.9,1.119,15.260622221211502,5
8.19,11.48,0.96,0.49,18.489709440309774,3
7.24,3.76,1.88,1.167,15.115939224638305,5
9.87,24.92,1.52,1.151,21.85274018993566,6
8.53,22.58,1.05,0.773,20.298619687944743,4
7.4,0.53,0.75,0.24,11.021379348003945,1
10.71,1.03,2.05,0.93,15.774186123525862,4
8.15,10.66,1.0,0.548,18.28878602345277,4
7.38,5.58,0.89,1.108,16.11317099468789,5
8.55,7.31,0.77,0.417,17.869586884789303,3
5.76,122.75,1.41,0.88,21.20510750397503,5
10.21,3.81,1.87,0.425,18.1146248783781,3
7.47,2.79,0.77,1.42,14.698021016367989,5
9.48,6.33,1.54,0.395,18.487018550086777,3
7.97,0.09,0.96,2.21,7.741212547196623,6
8.09,8.59,0.67,0.454,17.759965819156214,3
7.25,1.4,0.96,1.645,12.98064017839119,6
8.21,1.94,0.7,1.491,14.649008649651131,5
7.85,21.16,0.96,0.607,19.47757831681574,3
9.85,1.65,1.35,1.176,15.937419721069531,5
10.1,3.77,1.66,0.528,17.981706751028966,3
8.51,-4.16,26.3,1.581,16.605466653133714,6
8.33,2.63,0.93,0.178,15.42977874244879,2
8.83,13.82,1.11,0.61,19.5325402151909,4
10.18,15.79,1.51,0.923,21.17191065004147,5
6.84,5.75,0.78,0.92,15.638339223448153,4
9.27,2.74,1.42,1.684,16.45875281410194,6
9.4,-0.49,1.45,0.402,12.850980400142568,3
10.05,4.05,1.63,0.561,18.087275116073343,4
8.99,0.09,1.61,1.053,8.761212547196624,5
8.84,9.53,1.09,0.37,18.73546450319163,3
7.64,8.76,1.89,0.42,17.3525205308404,3
8.93,6.32,1.17,0.376,17.933585391411924,4
6.67,7.15,0.77,0.998,15.941530209005403,4
9.19,6.11,1.33,0.446,18.12020605121277,3
7.05,2.8,0.77,1.615,14.285790156711096,6
7.27,8.74,0.96,0.445,16.977557163172015,3
10.36,0.49,1.76,0.093,13.810980400142569,1
9.63,4.01,1.4,0.833,17.64572186310091,4
9.9,5.02,1.66,0.772,18.403518585725095,5
10.32,11.45,1.76,0.774,20.614027433379533,4
9.22,1.71,1.29,0.986,15.38498055196077,4
7.44,2.04,0.85,-0.033,13.988150837129496,1
6.35,5.29,0.78,1.608,14.967278360175928,5
9.16,9.14,1.53,0.922,18.96473097866916,4
8.4,5.3,1.16,1.094,17.021379348003947,5
9.16,13.46,1.21,0.569,19.80522529943979,4
8.04,3.69,0.98,1.0,15.8751318307953,5
8.1,6.8,1.0,0.417,17.26254456353118,3
7.9,4.02,0.96,1.198,15.92113026542235,5
7.18,5.43,0.85,0.95,15.853999147944235,5
10.18,29.91,1.8,1.17,22.559082065156588,5
8.71,3.8,0.84,0.473,16.60891798308405,3
9.9,4.21,1.77,0.498,18.021410479178343,3
9.78,3.3,1.39,0.435,17.372569699389437,3
8.68,3.07,1.04,1.065,16.115691877385935,5
9.13,20.01,1.72,0.695,20.636235443181057,4
8.91,4.04,0.99,1.047,16.941906825553026,4
8.89,2.98,1.25,0.39,16.261081320381276,2
8.8,7.72,1.17,0.433,18.23808650167868,3
8.19,6.53,1.4,0.997,17.264565906375367,5
8.51,7.73,1.21,0.559,17.950897469591624,3
7.62,15.02,0.69,0.42,18.503349663340746,3
8.62,2.7,1.71,0.403,15.776818820794936,3
8.09,14.41,1.0,0.552,18.883319904069946,4
8.96,2.42,1.13,1.445,15.879076829902157,5
8.65,3.19,1.18,0.381,16.168953415285905,3
8.96,1.63,1.22,0.371,15.02093802201979,2
6.97,3.15,0.78,-0.04,14.461552768948003,1
7.14,3.34,0.58,-0.005,14.758732334057822,2
8.51,11.66,0.73,0.59,18.843492752114976,4
8.67,2.97,0.94,1.158,16.03378224658606,5
11.6,24.1,2.54,1.607,23.510085212874344,6
4.96,4.79,0.74,-0.068,13.361677567072817,1
6.34,17.99,0.84,0.401,17.615155816727757,3
7.56,2.37,1.08,0.003,14.43374173005052,2
8.09,16.1,0.96,0.645,19.12412938015925,4
7.92,28.29,0.94,0.714,20.178164737284956,4
8.57,13.66,1.04,0.584,19.247253496727566,4
10.66,16.33,2.02,1.379,21.72493092368334,5
5.63,12.15,0.87,0.214,16.052881389671654,2
8.67,2.26,1.29,1.162,15.440542195737004,5
9.41,7.62,1.21,0.692,18.819774856698004,4
11.06,18.7,2.29,1.163,22.419208032682498,5
10.16,33.63,1.64,1.223,22.793634336573177,5
8.92,24.18,1.26,0.905,20.837281482623766,5
9.2,9.52,1.25,0.462,19.09318474192237,3
6.74,2.6,0.93,1.21,13.81486673985409,4
8.39,5.18,1.06,0.344,16.961648798726166,2
9.15,3.16,1.4,1.131,16.64843541309202,5
7.87,2.67,1.01,1.549,15.002556306822875,5
8.57,7.79,1.16,0.874,18.02768728836282,4
8.13,6.91,1.13,0.97,17.327390236870993,5
9.22,0.04,1.77,0.373,7.230299956639813,3
7.56,5.49,1.0,0.311,16.25786172225046,2
8.94,17.25,1.26,0.666,20.123945497046464,3
8.37,6.55,1.16,0.488,17.451206499958914,3
8.26,4.23,1.1,0.989,16.391701836875214,4
9.94,11.84,1.57,0.67,20.306758511934504,4
8.26,-0.19,1.51,0.306,9.653768004764144,0
6.73,3.53,0.59,-0.015,14.468873526939113,1
9.7,2.87,1.32,0.482,16.98940948366996,3
9.21,0.74,1.24,0.163,13.556158598654882,1
8.71,12.54,1.1,0.695,19.20148768247349,4
8.01,1.24,1.06,0.946,13.477108425811176,4
9.06,1.8,1.14,1.02,15.336362525516531,5
8.48,19.37,1.19,0.699,19.915648103595554,4
7.81,6.35,0.98,0.446,16.823868626459877,3
8.03,4.46,0.99,1.576,16.27667429356071,4
7.4,13.73,1.02,0.634,18.088352686183775,3
8.76,3.22,0.79,0.403,16.299279358479154,2
9.24,1.99,1.22,0.133,15.734265382048534,2
7.59,8.47,0.91,1.129,17.229417051653535,5
8.09,23.73,0.93,0.735,19.966488691086695,4
7.45,4.05,0.88,0.979,15.487275116073342,4
8.27,7.17,1.05,1.027,17.547595778339,5
8.71,13.34,1.21,0.659,19.33577914790265,4
8.19,1.79,0.99,1.08,14.454265154899467,5
7.2,2.75,0.81,1.081,14.396663469151314,5
8.55,2.71,1.08,0.33,15.71484645437203,2
8.83,-1.22,1.91,0.997,14.26179915337374,5
8.33,14.01,0.74,0.535,19.06219067642887,4
9.52,2.45,1.34,0.497,16.465830421822663,3
8.73,6.62,1.3,0.373,17.8342899471985,3
9.46,3.4,1.37,1.041,17.117394585211276,5
8.16,2.02,0.66,-0.127,14.68675684723312,1
6.2,17.86,0.88,0.459,17.45940727276264,3
9.09,16.75,1.37,0.763,20.210074056864322,4
9.44,1.92,1.45,1.094,15.856506143517748,5
9.31,6.21,3.21,0.655,18.2754580008829,4
6.33,8.26,0.63,0.947,15.91490023660191,4
7.83,4.22,1.13,0.993,15.95656225480837,4
12.81,8.98,10.8,1.6,22.57638168333652,6
8.71,2.33,1.23,0.941,15.546779605130094,4
7.31,3.22,0.95,1.334,14.849279358479155,5
4.45,8.86,0.77,1.347,14.187168609435254,5
8.67,14.68,1.04,0.647,19.503630277900257,4
6.2,23.87,0.65,0.404,18.08926209503377,3
8.32,6.74,1.1,0.325,17.4632994826766,2
8.83,6.12,0.83,0.427,17.763757110727806,3
8.88,8.42,1.24,0.409,18.506560457498246,3
8.89,1.28,0.91,0.27,14.426049848239343,2
9.72,6.41,1.63,0.47,18.754290147594087,3
10.08,9.12,1.97,0.566,19.87997419164208,4
7.85,4.27,1.0,0.154,16.002139375125118,2
9.05,-0.83,1.34,1.627,13.645390461880371,6
9.31,12.38,1.24,0.69,19.773603223420494,4
7.81,4.32,1.96,1.082,15.98741873407456,4
10.32,2.08,2.12,0.56,16.910316674813807,3
8.38,2.79,1.07,0.362,15.608021016367989,3
8.37,4.78,0.96,0.96,16.767139483060593,4
8.95,0.32,1.63,0.2,11.47574989159953,1
8.56,3.4,1.11,0.95,16.217394585211277,4
7.7,27.28,0.96,0.691,19.879221829922205,4
8.45,9.73,1.16,0.545,18.39056420134176,4
7.6,2.82,1.08,0.96,14.851245541596803,4
9.14,3.28,1.34,1.127,16.7193692185584,5
5.97,6.23,0.8,1.015,14.942440233295848,5
8.04,4.84,1.2,1.17,16.46422680822206,5
8.55,5.55,1.2,0.449,17.271464915613382,3
9.46,-0.18,1.55,1.158,10.736362525516531,5
9.22,15.0,1.38,0.798,20.100456295278406,5
6.63,7.04,0.74,0.127,15.86786329571056,2
9.72,1.62,1.45,0.458,15.767575072713155,3
8.82,3.66,1.15,0.942,16.63740542697205,4
9.23,0.56,1.36,1.728,12.970940135031004,5
5.75,26.83,0.96,0.443,17.893103363359696,3
8.99,10.95,1.52,0.617,19.187070595880684,4
4.96,79.09,0.83,0.618,19.45060787770554,4
7.9,9.78,1.03,0.448,17.85169427393801,3
10.03,3.31,1.41,0.493,17.629139968878594,3
5.7,8.79,0.53,1.264,15.419944375368857,5
9.48,5.79,1.39,0.515,18.29339281863718,3
8.23,5.7,0.89,0.338,17.009374278362458,2
8.6,18.51,1.19,0.763,19.937032093764522,4
8.42,4.46,0.96,0.16,16.66667429356071,2
8.91,4.33,0.84,0.315,17.092439481766828,2
9.07,1.44,1.32,0.183,14.861812460476248,2
8.48,0.95,1.03,1.461,13.368618026444238,5
8.88,14.66,1.4,0.54,19.710669851525548,4
10.28,21.4,1.83,1.16,21.932068866745954,5
8.65,4.0,0.79,1.136,16.66029995663981,5
8.45,3.06,1.07,0.924,15.8786071324079,5
7.91,4.02,0.98,1.151,15.93113026542235,5
8.93,11.52,1.2,0.64,19.237262395435966,4
8.9,12.55,1.11,0.467,19.393218629085286,4
9.26,1.13,1.44,0.565,14.5253922174171,1
7.72,8.2,1.03,0.416,17.289069261918584,3
8.14,2.73,0.9,0.933,15.320813235203781,5
6.69,3.28,0.79,-0.026,14.269369218558396,1
8.66,4.6,1.09,0.16,16.973789158407868,2
5.7,10.71,0.71,-0.01,15.848947354159275,2
8.78,4.38,1.33,0.944,16.987370552520495,4
5.63,12.61,0.68,-0.059,16.13357543286541,1
7.21,3.08,0.9,0.002,14.652753582502221,2
7.97,3.61,0.89,0.967,15.75753600952829,4
8.64,4.5,0.97,0.49,16.90606256887672,4
10.22,8.18,1.78,0.55,19.783766518356614,3
7.53,3.77,0.88,0.049,15.411706751028966,2
7.53,21.08,0.68,0.586,19.149353032702546,3
7.81,3.38,0.75,1.351,15.454583501388274,5
7.68,1.7,0.96,1.627,13.832244606891368,6
8.91,5.94,1.73,0.47,17.77893222490597,3
8.39,4.22,1.03,0.343,16.51656225480837,3
8.83,6.32,0.76,0.956,17.833585391411926,5
5.25,15.02,0.72,1.044,16.133349663340745,5
6.96,3.42,0.84,1.16,14.630130530280674,5
7.51,7.97,1.02,0.191,17.017291606980564,2
7.94,6.52,0.6,0.397,17.0112379786596,3
8.99,11.66,1.41,0.596,19.323492752114976,4
8.7,9.12,1.13,0.477,18.49997419164208,3
7.45,20.45,0.99,0.617,19.003466561716802,4
9.82,4.88,1.51,1.18,18.26209911001355,3
6.35,2.24,0.74,-0.027,13.101240091670814,1
8.38,0.54,1.02,0.055,12.041968799114844,1
5.57,7.34,0.61,-0.049,14.898480299580353,2
8.3,1.15,1.12,0.559,13.60348920176806,3
9.05,7.33,1.51,0.428,18.37551987320564,4
8.05,7.74,3.57,0.476,17.493704803414463,3
6.99,2.28,0.78,1.556,13.779674235002268,5
9.41,3.11,1.42,0.0,16.87380194513419,2
7.95,10.44,1.28,0.438,18.043502493331218,3
8.49,2.27,1.49,0.179,15.270129285965613,2
7.97,7.59,0.7,0.578,17.3712088794774,3
8.34,11.52,0.88,0.962,18.647262395435966,4
7.58,5.24,0.91,1.12,16.176656434918634,5
9.11,9.37,1.62,0.521,18.96869795443889,3
8.8,1.86,0.8,1.172,15.147564721089582,5
5.52,57.63,0.64,0.551,19.323243097906783,3
8.41,0.48,1.48,1.3,11.816206186877936,5
8.4,0.8,1.84,0.413,12.915449934959717,3
5.24,133.91,0.91,0.836,20.87406505020776,5
8.09,3.07,1.1,0.832,15.525691877385933,4
6.99,5.41,0.93,1.117,15.655986325532847,4
9.01,2.64,1.2,1.183,16.118019634349153,5
9.13,8.15,1.29,0.625,18.685788043699883,4
7.18,3.0,0.92,1.414,14.565606273598313,5
7.29,10.41,0.99,0.284,17.37725364755268,2
7.69,4.3,0.82,-0.011,15.857342277897935,1
6.98,3.12,0.91,1.306,14.450772970092215,5
8.4,22.59,0.82,0.714,20.169581154601815,4
6.71,2.65,0.78,1.356,13.82622936968404,5
7.92,10.68,0.76,0.506,18.062856263462685,3
7.22,5.84,0.84,1.173,16.052064235561996,4
