Vmag,Plx,e_Plx,B-V,SpType,Amag
7.9,4.02,0.96,1.198,K1III,15.92113026542235
7.18,5.43,0.85,0.95,K0,15.853999147944235
10.18,29.91,1.8,1.17,K8,22.559082065156588
8.71,3.8,0.84,0.473,F0,16.60891798308405
9.9,4.21,1.77,0.498,F5V,18.021410479178343
9.78,3.3,1.39,0.435,F8,17.372569699389437
8.68,3.07,1.04,1.065,K0III,16.115691877385935
9.13,20.01,1.72,0.695,G5,20.636235443181057
8.91,4.04,0.99,1.047,G8IIICN...,16.941906825553026
8.89,2.98,1.25,0.39,A2,16.261081320381276
8.8,7.72,1.17,0.433,F2,18.23808650167868
8.19,6.53,1.4,0.997,K0,17.264565906375367
8.51,7.73,1.21,0.559,F7V,17.950897469591624
7.62,15.02,0.69,0.42,F2IV/V,18.503349663340746
8.62,2.7,1.71,0.403,F3V,15.776818820794936
8.09,14.41,1.0,0.552,G0,18.883319904069946
8.96,2.42,1.13,1.445,K3III,15.879076829902157
8.65,3.19,1.18,0.381,F0,16.168953415285905
8.96,1.63,1.22,0.371,A0,15.02093802201979
6.97,3.15,0.78,-0.04,B9,14.461552768948003
7.14,3.34,0.58,-0.005,A0,14.758732334057822
8.51,11.66,0.73,0.59,G0/G1V,18.843492752114976
8.67,2.97,0.94,1.158,K1III,16.03378224658606
11.6,24.1,2.54,1.607,M:,23.510085212874344
4.96,4.79,0.74,-0.068,B8III,13.361677567072817
6.34,17.99,0.84,0.401,F2,17.615155816727757
7.56,2.37,1.08,0.003,A0,14.43374173005052
8.09,16.1,0.96,0.645,G2/G3V,19.12412938015925
7.92,28.29,0.94,0.714,G5V,20.178164737284956
8.57,13.66,1.04,0.584,G0V,19.247253496727566
10.66,16.33,2.02,1.379,K7V:,21.72493092368334
5.63,12.15,0.87,0.214,A9IV:,16.052881389671654
8.67,2.26,1.29,1.162,K5,15.440542195737004
9.41,7.62,1.21,0.692,G3V,18.819774856698004
11.06,18.7,2.29,1.163,K5,22.419208032682498
10.16,33.63,1.64,1.223,K5,22.793634336573177
8.92,24.18,1.26,0.905,K2,20.837281482623766
9.2,9.52,1.25,0.462,F8,19.09318474192237
6.74,2.6,0.93,1.21,G5,13.81486673985409
8.39,5.18,1.06,0.344,A5,16.961648798726166
9.15,3.16,1.4,1.131,K0,16.64843541309202
7.87,2.67,1.01,1.549,K4III,15.002556306822875
8.57,7.79,1.16,0.874,G8/K0V,18.02768728836282
8.13,6.91,1.13,0.97,K0III,17.327390236870993
9.22,0.04,1.77,0.373,F0V,7.230299956639813
7.56,5.49,1.0,0.311,A5,16.25786172225046
8.94,17.25,1.26,0.666,F8,20.123945497046464
8.37,6.55,1.16,0.488,F8,17.451206499958914
8.26,4.23,1.1,0.989,G5,16.391701836875214
9.94,11.84,1.57,0.67,G0,20.306758511934504
8.26,-0.19,1.51,0.306,O9.5Ib,9.653768004764144
6.73,3.53,0.59,-0.015,B9,14.468873526939113
9.7,2.87,1.32,0.482,F3V,16.98940948366996
9.21,0.74,1.24,0.163,B5,13.556158598654882
8.71,12.54,1.1,0.695,G5,19.20148768247349
8.01,1.24,1.06,0.946,G5,13.477108425811176
9.06,1.8,1.14,1.02,K0,15.336362525516531
8.48,19.37,1.19,0.699,G0,19.915648103595554
7.81,6.35,0.98,0.446,F5V,16.823868626459877
8.03,4.46,0.99,1.576,G5,16.27667429356071
7.4,13.73,1.02,0.634,F8,18.088352686183775
8.76,3.22,0.79,0.403,A5,16.299279358479154
9.24,1.99,1.22,0.133,A3IV/V,15.734265382048534
7.59,8.47,0.91,1.129,K0,17.229417051653535
8.09,23.73,0.93,0.735,G0,19.966488691086695
7.45,4.05,0.88,0.979,G8III-IV,15.487275116073342
8.27,7.17,1.05,1.027,K0,17.547595778339
8.71,13.34,1.21,0.659,G5,19.33577914790265
8.19,1.79,0.99,1.08,K1III,14.454265154899467
7.2,2.75,0.81,1.081,K0III,14.396663469151314
8.55,2.71,1.08,0.33,A5,15.71484645437203
8.83,-1.22,1.91,0.997,K0,14.26179915337374
8.33,14.01,0.74,0.535,sdG0,19.06219067642887
9.52,2.45,1.34,0.497,F3V,16.465830421822663
8.73,6.62,1.3,0.373,F2,17.8342899471985
9.46,3.4,1.37,1.041,K0,17.117394585211276
8.16,2.02,0.66,-0.127,B3V,14.68675684723312
6.2,17.86,0.88,0.459,F2III,17.45940727276264
9.09,16.75,1.37,0.763,G8V,20.210074056864322
9.44,1.92,1.45,1.094,K1III:,15.856506143517748
9.31,6.21,3.21,0.655,G1V,18.2754580008829
6.33,8.26,0.63,0.947,G6/G8III,15.91490023660191
7.83,4.22,1.13,0.993,G5,15.95656225480837
12.81,8.98,10.8,1.6,M,22.57638168333652
8.71,2.33,1.23,0.941,G8III,15.546779605130094
7.31,3.22,0.95,1.334,K2,14.849279358479155
4.45,8.86,0.77,1.347,K3III,14.187168609435254
8.67,14.68,1.04,0.647,G5V,19.503630277900257
6.2,23.87,0.65,0.404,F3/F5IV/V,18.08926209503377
8.32,6.74,1.1,0.325,A3,17.4632994826766
8.83,6.12,0.83,0.427,F3V,17.763757110727806
8.88,8.42,1.24,0.409,F3Vws,18.506560457498246
8.89,1.28,0.91,0.27,A0,14.426049848239343
9.72,6.41,1.63,0.47,F2,18.754290147594087
10.08,9.12,1.97,0.566,G0V,19.87997419164208
7.85,4.27,1.0,0.154,A2,16.002139375125118
9.05,-0.83,1.34,1.627,M0,13.645390461880371
9.31,12.38,1.24,0.69,G5V,19.773603223420494
7.81,4.32,1.96,1.082,G8V,15.98741873407456
10.32,2.08,2.12,0.56,F5,16.910316674813807
8.38,2.79,1.07,0.362,F3V,15.608021016367989
8.37,4.78,0.96,0.96,G8IV,16.767139483060593
8.95,0.32,1.63,0.2,B8,11.47574989159953
8.56,3.4,1.11,0.95,G5,16.217394585211277
7.7,27.28,0.96,0.691,G5V,19.879221829922205
8.45,9.73,1.16,0.545,G0,18.39056420134176
7.6,2.82,1.08,0.96,G5,14.851245541596803
9.14,3.28,1.34,1.127,K1III,16.7193692185584
5.97,6.23,0.8,1.015,K0III,14.942440233295848
8.04,4.84,1.2,1.17,K2,16.46422680822206
8.55,5.55,1.2,0.449,F0II,17.271464915613382
9.46,-0.18,1.55,1.158,K0,10.736362525516531
9.22,15.0,1.38,0.798,K0,20.100456295278406
6.63,7.04,0.74,0.127,A3V,15.86786329571056
9.72,1.62,1.45,0.458,F2V,15.767575072713155
8.82,3.66,1.15,0.942,G5,16.63740542697205
9.23,0.56,1.36,1.728,K5III,12.970940135031004
5.75,26.83,0.96,0.443,F5V+...,17.893103363359696
8.99,10.95,1.52,0.617,G2V,19.187070595880684
4.96,79.09,0.83,0.618,G2V,19.45060787770554
7.9,9.78,1.03,0.448,F8,17.85169427393801
10.03,3.31,1.41,0.493,F3/F5V,17.629139968878594
5.7,8.79,0.53,1.264,K2/K3III,15.419944375368857
9.48,5.79,1.39,0.515,F7V,18.29339281863718
8.23,5.7,0.89,0.338,A5,17.009374278362458
8.6,18.51,1.19,0.763,G8V,19.937032093764522
8.42,4.46,0.96,0.16,A2,16.66667429356071
8.91,4.33,0.84,0.315,A8/A9IV,17.092439481766828
9.07,1.44,1.32,0.183,Ap...,14.861812460476248
8.48,0.95,1.03,1.461,K1V,13.368618026444238
8.88,14.66,1.4,0.54,G0,19.710669851525548
10.28,21.4,1.83,1.16,K8,21.932068866745954
8.65,4.0,0.79,1.136,K1III,16.66029995663981
8.45,3.06,1.07,0.924,K0III,15.8786071324079
7.91,4.02,0.98,1.151,K0,15.93113026542235
8.93,11.52,1.2,0.64,G2/G3V,19.237262395435966
8.9,12.55,1.11,0.467,G0,19.393218629085286
9.26,1.13,1.44,0.565,B2,14.5253922174171
7.72,8.2,1.03,0.416,F3V,17.289069261918584
8.14,2.73,0.9,0.933,K0III,15.320813235203781
6.69,3.28,0.79,-0.026,B8IIIp (Si),14.269369218558396
8.66,4.6,1.09,0.16,A3Vn,16.973789158407868
5.7,10.71,0.71,-0.01,A0V,15.848947354159275
8.78,4.38,1.33,0.944,G5,16.987370552520495
5.63,12.61,0.68,-0.059,B9IV-V,16.13357543286541
7.21,3.08,0.9,0.002,A0,14.652753582502221
7.97,3.61,0.89,0.967,G8III,15.75753600952829
8.64,4.5,0.97,0.49,G0,16.90606256887672
10.22,8.18,1.78,0.55,F8,19.783766518356614
7.53,3.77,0.88,0.049,A2,15.411706751028966
7.53,21.08,0.68,0.586,F5,19.149353032702546
7.81,3.38,0.75,1.351,K2III,15.454583501388274
7.68,1.7,0.96,1.627,M...,13.832244606891368
8.91,5.94,1.73,0.47,F5V,17.77893222490597
8.39,4.22,1.03,0.343,F0,16.51656225480837
8.83,6.32,0.76,0.956,K1III/IV,17.833585391411926
5.25,15.02,0.72,1.044,K1II/III,16.133349663340745
6.96,3.42,0.84,1.16,K0,14.630130530280674
7.51,7.97,1.02,0.191,A2,17.017291606980564
7.94,6.52,0.6,0.397,F0II/III,17.0112379786596
8.99,11.66,1.41,0.596,G0,19.323492752114976
8.7,9.12,1.13,0.477,F2,18.49997419164208
7.45,20.45,0.99,0.617,G2/G3V,19.003466561716802
9.82,4.88,1.51,1.18,F3/F5V,18.26209911001355
6.35,2.24,0.74,-0.027,B8III,13.101240091670814
8.38,0.54,1.02,0.055,B9,12.041968799114844
5.57,7.34,0.61,-0.049,A0p SiSr,14.898480299580353
8.3,1.15,1.12,0.559,F8,13.60348920176806
9.05,7.33,1.51,0.428,G5,18.37551987320564
8.05,7.74,3.57,0.476,F2,17.493704803414463
6.99,2.28,0.78,1.556,K2,13.779674235002268
9.41,3.11,1.42,0.0,A0,16.87380194513419
7.95,10.44,1.28,0.438,F2,18.043502493331218
8.49,2.27,1.49,0.179,A2,15.270129285965613
7.97,7.59,0.7,0.578,F8IV/V,17.3712088794774
8.34,11.52,0.88,0.962,G5,18.647262395435966
7.58,5.24,0.91,1.12,K0,16.176656434918634
9.11,9.37,1.62,0.521,F7V,18.96869795443889
8.8,1.86,0.8,1.172,K2III,15.147564721089582
5.52,57.63,0.64,0.551,F8V,19.323243097906783
8.41,0.48,1.48,1.3,K2,11.816206186877936
8.4,0.8,1.84,0.413,F2IV/V,12.915449934959717
5.24,133.91,0.91,0.836,K1V,20.87406505020776
8.09,3.07,1.1,0.832,G6IV,15.525691877385933
6.99,5.41,0.93,1.117,G5,15.655986325532847
9.01,2.64,1.2,1.183,K2,16.118019634349153
9.13,8.15,1.29,0.625,G5,18.685788043699883
7.18,3.0,0.92,1.414,K2/K3III,14.565606273598313
7.29,10.41,0.99,0.284,A2,17.37725364755268
7.69,4.3,0.82,-0.011,B8,15.857342277897935
6.98,3.12,0.91,1.306,K2II,14.450772970092215
8.4,22.59,0.82,0.714,G6V,20.169581154601815
6.71,2.65,0.78,1.356,K0,13.82622936968404
7.92,10.68,0.76,0.506,F8,18.062856263462685
7.22,5.84,0.84,1.173,G5,16.052064235561996
9.34,4.31,1.48,0.523,F8,17.51238635080366
8.35,3.06,1.06,0.955,G8III,15.7786071324079
8.96,0.43,1.36,1.664,M0,12.127342277897935
4.98,2.71,0.9,1.378,K3II-III,12.14484645437203
8.88,4.92,1.18,1.031,K2V,17.3398255138368
7.86,3.58,0.94,1.127,K0,15.629415133219371
9.59,0.85,1.4,1.0,G8IIIp,14.237094628571462
9.17,3.45,1.18,-0.013,A0,16.85909547536637
9.57,-1.32,1.83,1.107,K0,15.172869656029249
9.33,3.69,1.44,1.204,K0,17.165131830795303
9.8,2.05,1.12,0.072,B8,16.35876930527877
9.31,9.26,1.37,0.567,G1V,19.143054933409672
7.98,7.42,0.85,0.367,A1m...,17.332019526395136
8.39,4.24,1.01,0.321,F0,16.526829282963664
9.09,5.75,1.22,0.379,F3V,17.888339223448153
9.69,5.6,2.93,0.521,F5V,18.430940135031
9.56,1.06,1.4,1.19,G0,14.686529326323852
11.19,29.35,16.33,1.381,M:,23.528040527918165
8.96,2.44,0.87,1.025,G8III,15.896949131693649
5.18,11.62,0.54,-0.022,B9V,15.50603064027156
7.57,2.41,0.92,1.61,K2,14.480085212874343
7.22,14.95,0.68,0.71,K0/K1III+..,18.093205963302243
7.01,8.97,1.6,0.429,F2,16.77396221522046
6.33,3.19,0.71,0.013,B7II,13.848953415285905
8.79,1.05,1.26,1.168,K1III,13.89594649534969
7.69,2.97,1.11,1.45,K4III,15.053782246586062
9.27,5.43,1.38,0.529,F7V,17.943999147944233
8.75,5.78,1.93,0.493,F5V,17.559639192102644
8.77,3.97,1.03,1.05,K2,16.763952533815576
8.87,-0.11,1.38,2.024,M2Ib,9.076963425791124
9.13,1.24,1.28,1.193,K2III,14.597108425811177
9.4,2.45,0.97,0.9,G5/G6V,16.34583042182266
8.92,1.59,0.84,1.106,K1/K2III,14.926985621602258
8.26,2.86,0.75,1.075,K1III,15.541830165645216
8.27,2.51,1.07,0.12,B9V,15.26836860740519
10.83,16.7,2.03,1.027,K7,21.943582355737917
6.82,0.24,0.88,1.874,M2.5II,8.72105620855803
9.13,24.3,2.1,0.874,K2V,21.05803136799156
9.43,-0.5,1.84,0.08,B7V,12.924850021680093
10.24,3.51,1.69,0.58,F5,17.966535582329122
9.63,2.84,1.45,0.312,A2,16.896591700235188
8.23,30.58,2.09,0.853,K0V,20.657187405381507
8.6,6.07,1.06,0.538,F8,17.515943455376288
8.96,0.99,1.32,0.324,A2,13.93817597298775
10.4,48.11,2.01,1.46,K0,23.811176784512817
6.33,18.04,0.79,1.02,K2IV,17.611182666029613
8.92,1.43,1.48,1.287,K2,14.69668018732531
5.78,3.57,0.71,-0.01,B8IIIn,13.543341080560968
9.77,6.79,1.57,0.767,G5,18.92934887140251
10.34,3.05,3.42,0.335,A9V,17.76149919673393
8.89,0.25,1.2,0.113,A0,10.879700043360188
8.8,9.45,1.41,0.47,F5V,18.677159042546315
10.93,88.86,1.99,1.525,M2V:,25.673531544524263
6.57,6.59,0.77,1.075,K1III,15.66442707297005
8.27,3.7,1.33,1.105,G5,16.111008620334974
9.52,8.41,3.44,0.629,G1V,19.14397997898956
11.13,15.11,2.17,1.183,K7V:,22.026322321695126
7.97,6.1,0.74,1.077,K0III,16.896649175053835
7.57,0.44,0.7,1.819,K5,10.787263382430938
9.47,1.88,1.11,0.981,G6/G8IV,15.8407892463184
8.53,2.19,0.98,1.011,K0III,15.232220574200591
8.43,14.55,1.15,0.564,F7V,19.24431496660963
8.87,3.03,1.56,1.19,K1III,16.277213142511524
9.48,1.42,1.11,0.264,B8,15.241441721915283
6.66,3.86,0.8,1.614,K5,14.592936523358775
7.57,2.99,0.98,1.431,K0,14.948355941622149
9.29,9.57,1.08,0.638,G0,19.19455968888422
6.76,2.39,0.84,0.433,A7II,13.651989504740689
10.61,20.23,6.05,1.035,K5,22.13997941385402
4.01,4.55,0.75,-0.098,B2Vpe,12.300056983285561
11.73,33.68,26.0,1.626,K5,24.36686041413806
8.42,74.45,1.11,1.202,K5V,22.779323510440975
8.89,4.17,1.16,0.24,A3,16.990680274868787
9.25,5.59,5.75,0.666,G0,17.987059039432115
9.83,11.23,1.37,0.743,G0,20.081898781307288
9.55,0.39,1.45,0.868,B8Ib,12.505323035132497
10.02,7.3,1.86,0.634,G2V,19.336614300602278
10.11,2.77,1.64,0.466,F5,17.32239884532224
10.87,5.38,2.46,0.915,K0,19.523911378331945
8.51,21.2,3.47,0.82,K0,20.14167930464376
7.99,4.18,0.89,1.286,K3III,16.095881408875176
7.92,6.91,1.18,1.06,G5,17.117390236870992
6.94,5.88,0.8,0.234,A2,15.786886630380693
6.59,6.61,0.59,1.035,G5,15.6910072974282
11.77,4.06,3.25,-0.359,B,19.81263016788597
9.1,7.1,1.19,0.918,K1III,18.356291743595378
8.84,3.09,1.2,1.106,K0III,16.289792397124174
6.32,7.08,0.8,0.879,G8III-IV SB,15.570166288448846
9.23,8.23,0.88,0.633,F7V,18.80699917606135
9.91,3.85,1.44,0.515,G2V,17.837303647542505
8.08,3.58,1.1,1.063,G5,15.849415133219372
8.28,2.74,1.05,1.201,K0,15.46875281410194
8.65,4.95,1.11,1.072,K0,17.123025994667845
7.73,3.77,0.94,0.048,A0,15.611706751028965
7.43,1.73,0.83,0.012,B9,13.620230515643977
6.2,4.55,0.9,1.537,K0,14.490056983285562
8.62,1.44,1.17,0.943,G8III,14.411812460476247
8.48,9.12,1.0,0.437,G0,18.279974191642083
8.62,2.87,1.11,0.196,A3V,15.909409483669961
8.8,3.84,1.41,0.909,G5,16.721656121837654
8.74,10.9,1.12,0.489,F5,18.92713248970312
8.37,1.87,1.26,0.264,F0,14.729208032682495
9.74,3.41,1.7,0.585,G0,17.40377189496249
3.49,274.17,0.8,0.727,G8V,20.68009966023162
7.89,4.5,0.92,1.08,K0,16.156062568876717
9.38,0.15,1.86,0.58,G8III:,10.260456295278408
7.84,2.74,1.0,0.972,G5,15.028752814101939
7.31,1.61,0.9,1.22,F5Ia,13.344129380159249
9.38,4.06,1.65,0.381,F0V,17.42263016788597
7.01,3.98,0.78,0.027,B9,15.00941536036844
7.27,22.38,0.87,0.601,F8,19.019300410961655
8.78,4.01,1.07,0.22,Am,16.79572186310091
8.81,5.28,0.92,0.125,A0,17.423169612669064
8.62,3.26,1.27,0.632,G5,16.186088000339694
9.03,3.72,1.28,1.609,M1III:,16.882714699409487
6.18,12.63,0.77,0.131,A3V,16.687016752776653
8.47,8.49,1.13,0.404,F5,18.114538451219765
8.8,2.23,1.04,1.004,K1III,15.541524315240803
8.27,1.66,1.06,0.207,A2,14.370540440200275
9.71,14.23,0.94,0.78,K0,20.47602450042142
9.36,2.46,1.14,0.328,F0,16.314675535516894
8.11,17.29,1.09,0.635,G3V,19.298974966369613
6.73,13.95,0.75,0.247,A3,17.45287103804808
7.19,2.91,0.79,-0.009,A0,14.509464944929537
8.81,7.5,1.2,0.549,F7V,18.185306316958503
10.66,0.63,2.17,0.505,B2V,14.656702747267909
8.64,4.24,0.97,1.11,K0,16.776829282963664
6.32,6.04,0.75,1.419,K5III,15.225184693105659
8.74,21.09,1.17,0.685,G6V,20.36038289869743
10.24,1.73,5.45,0.499,F5,16.430230515643977
10.21,11.33,1.44,0.498,G0,20.48114954931699
7.81,7.75,1.58,-0.2,F5,17.25650851253155
6.79,5.61,0.58,-0.067,Ap Si,15.534814306280808
8.08,3.05,1.03,0.995,G8III,15.50149919673393
6.73,1.95,0.92,1.605,K0,13.180173056812592
6.82,3.9,0.79,1.425,K3III,14.775323035132496
8.79,2.51,1.27,1.266,K2III,15.78836860740519
10.21,2.49,1.78,1.264,K0,17.190996735478684
7.3,7.29,0.82,0.188,A2,16.613637641589875
7.69,6.32,0.83,1.047,K0III,16.693585391411926
8.34,4.54,1.23,1.085,K1III,16.625279264285517
8.67,2.65,0.94,1.015,K0III,15.78622936968404
8.58,4.98,1.2,1.02,G8V,17.066146713798588
6.45,6.09,0.94,0.864,G0,15.373086463164377
8.07,5.49,1.03,0.423,F0,16.76786172225046
7.26,8.67,0.63,0.333,F0,16.950095487381052
9.66,8.32,1.68,0.45,F5,19.260616631453622
8.5,7.25,1.01,0.593,F8/G0V,17.801690032854967
6.25,5.82,0.68,0.062,A2V,15.074614923249444
8.83,5.72,2.06,0.6,F6/F7V,17.616980143965122
10.17,1.91,1.37,0.474,F0V,16.575166836238637
7.84,11.95,0.97,0.369,A3,18.226839526420783
10.07,7.88,1.69,0.695,G5,19.55263108744778
7.5,4.04,1.0,0.003,A0,15.531906825553024
9.04,5.44,0.84,0.443,F5V,17.7179944984909
8.44,5.57,1.15,0.389,F0,17.169275975868644
8.46,0.88,1.14,1.097,K1III,13.182413360750845
8.49,2.12,1.14,0.385,F2/F3IV/V,15.121679304643758
6.27,30.71,0.81,0.72,G5IV,18.70639908221534
6.95,5.66,0.94,1.574,M2III,15.714082155941359
9.77,16.65,1.37,0.804,K0,20.877071189211694
9.59,10.29,1.4,0.685,G8IV/V,19.652076873812163
11.39,5.56,2.07,-0.052,F2,20.115373957910286
7.02,5.32,0.65,1.137,G5,15.649558161475241
8.76,4.55,1.3,1.044,K0III,17.05005698328556
9.31,12.63,3.55,0.885,G5,19.817016752776652
9.9,4.83,1.87,0.506,F5V,18.31973565375756
7.66,9.2,0.84,0.308,A8IV+...,17.478939136727774
7.87,4.03,2.05,0.378,F0...,15.89652523070555
9.57,3.45,1.44,0.113,A0,17.259095475366372
9.1,7.46,1.0,0.417,F3V,18.463694137363344
7.19,7.22,1.0,1.06,K0,16.482685987848196
9.68,4.78,1.6,0.557,G0,18.07713948306059
7.89,3.85,1.14,1.45,M...,15.817303647542502
9.28,7.58,1.19,0.519,F8V,18.678346028160266
7.2,4.69,0.91,0.986,K0III,15.555864213575418
9.63,9.11,3.83,0.54,F5,19.42759188486499
9.09,2.76,1.43,1.478,K3/K4III:,16.294545410326087
8.2,0.21,0.93,1.48,K0,9.811096473669595
9.89,-1.69,1.78,1.722,R6,16.02943352306837
9.65,3.58,0.93,0.466,F0/F2IV/V,17.419415133219374
8.64,1.07,0.97,0.361,A0,13.78691888842605
8.7,4.58,0.88,0.954,G8III,17.004327390019345
8.27,3.47,0.97,1.11,K0III-IV,15.971647373954369
9.15,11.82,1.5,0.565,G0V,19.513087382726184
8.51,14.28,1.16,0.609,G1/G2V,19.283641037200773
8.97,8.47,1.09,0.574,G0V,18.609417051653537
11.42,40.43,2.67,1.33,M:,24.45351870666837
11.75,0.34,2.83,1.22,Gp,14.407394585211275
8.32,7.95,1.05,0.501,F6V,17.821835643282352
9.56,13.56,1.04,0.665,G8V,20.221298447655222
7.51,10.43,0.89,0.32,A5,17.601421542132655
7.38,1.5,0.97,1.649,M...,13.260456295278406
9.65,8.98,1.65,0.641,G3/G5V,19.416381683336525
4.26,12.63,0.86,0.942,K0III,14.767016752776653
7.35,7.19,0.78,0.501,F5III/IV,16.633644451914414
8.38,3.53,1.3,0.781,K0/K1III+..,16.11887352693911
10.02,-0.06,1.51,1.152,K0,8.910756251918217
8.61,1.24,1.12,0.978,G8III/IV,14.077108425811176
8.75,5.69,1.71,0.9,G5,17.525561331975357
8.77,8.55,1.12,0.38,F2III,18.429830573640864
9.72,5.52,1.35,0.456,F5,18.429695388645996
7.67,3.37,1.15,1.686,M1III,15.308149504356692
8.4,6.18,1.01,0.962,K2,17.354942375444082
9.5,2.31,1.57,1.041,K0,16.31805989946072
5.29,36.46,1.01,0.395,F2IV,18.099083321594787
6.55,5.37,0.74,-0.026,A2p...,15.199871428497776
6.99,7.85,0.89,0.138,A3,16.464348283726263
10.82,4.31,1.84,0.222,A5V,18.992386350803656
7.99,3.49,0.95,1.112,G5V,15.7041271347959
8.52,5.18,1.04,0.109,A0,17.091648798726165
8.91,1.65,1.15,0.263,A2,14.997419721069532
8.74,6.25,1.07,0.556,F8IV,17.719400086720377
9.84,5.92,1.39,0.459,F5,18.701608533614596
8.22,3.44,1.03,1.039,G5,15.902792212857651
9.89,11.38,1.7,0.787,K1IV,20.17071131029526
10.13,24.49,1.95,1.104,K5,22.07494392562357
9.17,14.72,1.26,0.78,K0,20.0095390500074
9.27,5.5,1.45,0.528,F6V,17.97181344747122
9.6,2.29,1.35,1.177,K0,16.39917741169944
9.48,29.96,1.44,1.126,K5,21.862709045137144
6.83,6.24,0.89,0.362,A5,15.805922948412121
8.79,3.99,1.09,0.988,G5,16.79486447843374
8.08,8.03,1.1,0.863,G5,17.603577726393404
8.8,2.98,0.77,1.165,K2III,16.171081320381276
8.99,3.99,1.27,0.26,B9V,16.99486447843374
5.37,6.4,0.78,1.517,K4III,14.400899869919435
7.69,1.02,0.98,1.004,G8III-IV,12.73300085880959
8.71,19.4,1.25,0.657,G3V,20.14900864965113
6.38,23.16,0.81,0.366,F2V,18.20369277527699
8.46,3.5,1.27,1.334,K0,16.18034022175138
8.7,2.31,1.29,-0.045,B1II,15.518059899460722
9.88,10.53,2.99,0.545,F7/F8IV/V,19.992141855927436
10.26,2.84,2.22,0.439,F2V,17.526591700235187
7.93,4.07,0.95,1.493,K5,15.9779720461261
8.83,-1.79,2.42,0.724,B5Iab,15.094265154899468
5.49,4.8,0.63,1.615,M3III,13.896206186877937
5.04,17.54,0.62,0.031,A1V,16.260147945150106
8.84,3.28,1.2,-0.018,B0,16.419369218558394
9.18,6.34,1.27,0.599,G0,18.190446289408662
7.55,2.19,0.69,1.621,K5,14.252220574200592
8.43,8.86,0.77,0.418,F5,18.167168609435254
9.29,0.95,1.28,-0.12,B2,14.178618026444237
8.95,7.05,1.32,0.556,F8,18.190945584956992
8.85,7.8,1.11,0.385,F5,18.310473013452402
9.16,6.17,1.38,0.546,F5/F6V,18.111425820166208
8.37,11.18,1.08,0.428,F5V,18.612209017752022
9.35,12.68,1.23,0.748,K0/1V (+K),19.86559626772857
8.54,7.6,1.5,0.417,F2,17.944067961403956
8.11,1.67,1.1,1.579,M1III,14.223582355737916
8.77,7.93,1.12,0.562,G0,18.266365936588016
10.41,4.29,2.47,0.44,F5,18.57228646092362
7.48,1.99,0.89,-0.013,A0,13.974265382048532
7.87,13.46,1.04,0.539,F5,18.51522529943979
9.83,4.59,1.67,0.559,F7/F8IV,18.139063427686306
8.48,-0.68,1.16,0.651,B6Iab,12.642544563531182
9.09,2.43,1.13,1.107,K0,16.01803136799156
8.83,2.13,0.79,0.966,G8III/IV,15.471898017193688
8.1,4.01,1.05,0.944,G8III/IV,16.11572186310091
10.32,5.45,1.61,0.48,F8,19.00198251138321
8.82,8.12,1.2,0.502,F5V,18.367780146205877
8.91,2.44,1.19,1.051,K2,15.846949131693648
7.52,3.65,1.0,1.05,G5,15.331464322282372
8.45,2.29,1.15,0.941,G0,15.249177411699439
10.13,10.1,2.15,0.6,G2,20.151606868913213
6.55,4.61,0.87,0.256,A9III,14.86850462694824
7.96,4.17,1.03,1.12,G5,16.060680274868787
7.35,11.61,0.64,0.803,G8IV,17.67416109869287
9.34,6.47,2.89,0.513,G0,18.394521403343504
8.91,43.37,1.38,1.044,K5,22.095947110743808
8.65,3.21,1.27,0.495,G0,16.182525162024362
8.33,8.07,1.26,0.554,F7IV,17.864367673610353
7.69,7.93,0.69,0.453,F5V,17.186365936588018
8.34,4.09,1.16,1.14,K1III,16.39861654003671
8.41,3.81,1.68,0.275,A7V,16.314624878378098
8.1,7.67,1.1,0.944,K0IV,17.523976819744902
8.95,5.96,3.08,1.2,F8,17.82623129870118
8.34,7.61,2.32,0.526,F8,17.746923283852865
8.94,5.96,3.08,0.58,F8,17.816231298701183
8.13,18.61,1.01,0.626,F8,19.478731865653835
9.25,10.03,1.0,0.681,G5V,19.25650466510209
7.64,2.48,0.94,1.454,K5III,14.612258404131083
7.35,14.29,0.97,0.606,G0V,18.125161143954852
9.65,4.53,1.4,0.67,G1V,17.93049101006416
8.25,2.9,0.96,1.039,K0III,15.56198998949478
8.38,8.9,0.79,0.355,F0V,18.126950033224567
7.78,8.4,0.92,0.325,F0,17.401396430309408
8.81,9.74,1.26,0.46,F3V,18.75279478439308
10.95,1.35,2.12,0.492,A,16.60166884247503
9.57,6.7,5.12,0.535,F5,18.70037401350413
6.7,10.08,0.86,0.07,A1V,16.71730266054753
8.48,-0.45,1.27,2.266,M2III,11.74606256887672
10.09,15.38,1.89,0.695,K0,21.024781677327063
9.43,10.6,0.93,0.588,G0V,19.55652932632385
7.51,3.33,0.99,1.308,K3III,15.122221167531599
9.46,4.02,1.28,1.237,K1III,17.48113026542235
7.39,6.42,0.96,0.374,F0,16.427675140344267
8.39,7.91,0.99,0.528,F8,17.880882417488383
8.36,1.51,1.21,1.26,K2,14.254884736465847
9.53,0.18,1.79,0.691,B9Iab,10.80636252551653
7.05,3.86,0.9,-0.017,B9,14.982936523358774
7.74,5.04,0.99,1.114,G5III,16.252152682227628
8.01,2.29,1.07,0.05,A0,14.809177411699439
